ID,Grant Agency,Term,Start Year,Organization Name,Project Title,Support Year,Grant Type,Award Amount,State,TermCode,AgencyCode
29,NSF,monocultural,1996,Harvard University,"Resource Acquisition, Allometry, and Growth of Individuals within Competing Plant Populations",19.0,2.0,"$329,999.00",MA,4,2
30,NSF,monocultural,2007,Pennsylvania State Univ University Park,CAREER: Combating Worm Propagation in Emergent Networks,8.0,2.0,"$432,000.00",PA,4,2
31,NSF,monocultural,2002,University of Arizona,Collaborative Research: Linking Leaf and Root Traits to Ecosystem Structure and Function in a Common Garden Study of 14 Temperate Tree Species,13.0,2.0,"$156,939.00",AZ,4,2
32,NSF,monocultural,1997,University of California-Los Angeles,CRB: Collaborative Research: The Direct and Indirect Effects of Biological Invasions on Biodiversity in New England Kelp Beds,18.0,1.0,"$28,766.00",CA,4,2
33,NSF,monocultural,2001,University of Minnesota-Twin Cities,Linking Leaf and Root Traits to Ecosystem Structure and Function in a Common Garden Study of 14 Temperate Tree Species,14.0,1.0,"$49,748.00",MN,4,2
34,NSF,monocultural,1994,University of California-Riverside,Quantitative Assessment of Soil Genesis Using a Controlled Decade-Scale Experiment,21.0,1.0,"$178,559.00",CA,4,2
35,NSF,monocultural,2015,Medina Adan,EAPSI:Electron transfer characteristics of thermophilic electrode-respiring bacteria,0.0,3.0,$70.00,WA,4,2
36,NSF,monocultural,2011,Harvard University,CAREER: Scalable Computational Models for Multicellular Systems Biology,4.0,2.0,"$853,592.00",MA,4,2
37,NSF,monocultural,1992,Texas State University - San Marcos,Development of Laboratory Exercises in Plant Physiological Ecology: Integration of Modern Instrumentation and Computer Simulation,23.0,1.0,"$26,483.00",TX,4,2
38,NSF,monocultural,2006,University of Texas at Austin,The Kinetics of Microbial Sulfuric Acid Speleogenesis,9.0,2.0,"$67,821.00",TX,4,2
39,NSF,monocultural,1996,Kansas State University,Two-Stage Fermentation of Whey Permeate for Biodegradable Deicer Production,19.0,2.0,"$242,942.00",KS,4,2
40,NSF,monocultural,2012,University of California-San Diego,CAREER: Air-sea Exchange of Volatile Organic Compounds--Impacts on Climate and Atmospheric Chemistry,3.0,2.0,"$525,540.00",CA,4,2
41,NSF,monocultural,1991,University of Florida,Mycorrhizal Root Compeiition for Nutrients in Infertile Forests Soils,24.0,2.0,"$320,994.00",FL,4,2
42,NSF,monocultural,2004,San Jose State University Foundation,Collaborative Research: Biodiversity and Ecosystem Function in Seaweed Communities,11.0,1.0,"$263,427.00",CA,4,2
43,NSF,monocultural,2015,University of Connecticut,Collaborative Research: Deconstructing Nitrate Stable Isotope Ratios in Aquifers,0.0,2.0,"$104,003.00",CT,4,2
44,NSF,monocultural,2009,Joyce Alyssa,International Research Fellowship Program: Integrated MultipTrophic Aquaculture in Norway,6.0,3.0,"$141,100.00",AK,4,2
45,NSF,monocultural,2003,University of Montana,"DISSERTATION RESEARCH: Mechanisms for Successful Invasions: Yellow Starthistle (Centaurea solstitialis) in California, Central Argentina, and Turkey",12.0,1.0,"$11,992.00",MT,4,2
46,NSF,monocultural,2015,Pacific University,Collaborative Research: Measuring And Modeling The Ecological Consequences Of Associational Effects,0.0,1.0,"$156,999.00",OR,4,2
47,NSF,monocultural,2015,Florida State University,Collaborative research: Measuring and modeling the ecological consequences of associational effects,0.0,1.0,"$569,999.00",FL,4,2
48,NSF,monocultural,2002,Texas A&M AgriLife Research,Collaborative Research: Linking Leaf and Root Traits to Ecosystem Structure and Function in a Common Garden Study of 14 Temperate Tree Species,13.0,2.0,"$74,894.00",TX,4,2
49,NSF,monocultural,2009,University of California-Davis,Long-term and interactive effects of seaweed diversity and herbivory on intertidal community structure and functioning,6.0,1.0,"$522,631.00",CA,4,2
50,NSF,monocultural,2004,University of California-Davis,COLLABORATIVE RESEARCH: Biodiversity and ecosystem function in intertidal seaweed communities,11.0,1.0,"$266,489.00",CA,4,2
51,NSF,monocultural,2015,Ecovia Renewables L.L.C.,STTR Phase I: Cost-effective production of biopolymers for eco-friendly erosion control and soil revegetation with synthetic microbial consortia,0.0,1.0,"$225,000.00",MI,4,2
52,NSF,monocultural,2014,Gonthier David,NSF Postdoctoral Fellowship in Biology FY 2014,1.0,3.0,"$207,000.00",MI,4,2
53,NSF,monocultural,2001,Colby College,Industrialized Nature,14.0,2.0,"$42,000.00",ME,4,2
54,NSF,monocultural,2005,University of Puerto Rico Mayaguez,"RUI - A Genetic Analyzer for Studies on Biodiversity, Phylogenetics, Population Genetics and Molecular Biology in the Caribbean",10.0,1.0,"$90,635.00",PR,4,2
55,NSF,monocultural,1992,University of Minnesota-Twin Cities,"Beaver, Succession, and Ecosystem Dynamics Across the BorealLandscape",23.0,2.0,"$685,000.00",MN,4,2
56,NSF,monocultural,2002,University of Minnesota-Twin Cities,Collaborative Research: Linking Leaf and Root Traits to Ecosystem Structure and Function in a Common Garden Study of 14 Temperate Tree Species,13.0,2.0,"$630,804.00",MN,4,2
57,NSF,monocultural,1996,Department of Energy Oak Ridge Operations Office,Free-Air CO2 Enrichment of a Closed-Canopy Deciduous Forest,19.0,5.0,"$1,200,000.00",TN,4,2
58,NSF,monocultural,2005,University of California-Berkeley,DISSERTATION RESEARCH: The Role of Plant Species in Shaping the Composition of Arbuscular Mycorrhizal Fungal Communities in California Coastal Grasslands,10.0,1.0,"$11,960.00",CA,4,2
59,NSF,monocultural,2008,Clemson University,"Arming Mother Nature: Science, Technology, and Environmental Security after World War II",7.0,2.0,"$165,516.00",SC,4,2
60,NSF,monocultural,1999,Duke University,LTREB: Sustainability of Soil Fertility in Model Tropical Ecosystems,16.0,2.0,"$406,400.00",NC,4,2
61,NSF,monocultural,1995,University of Utah,Maintenance of Tropical Tree Diversity by Herbivores and Pathogens: A Test of the Janzen-Connell Hypothesis,20.0,1.0,"$85,000.00",UT,4,2
62,NSF,monocultural,2008,University of California-Santa Barbara,HSD: Market Integration and Climate as Drivers of Change in the Mexican Maize System: Multi-Scale Interactions in Livelihood and Land-Use Change,7.0,1.0,"$627,316.00",CA,4,2
63,NSF,monocultural,2008,University of California-Irvine,CT-ISG: I-BLOCK: Understanding and Filtering of Malicious IP Traffic,7.0,1.0,"$399,847.00",CA,4,2
64,NSF,monocultural,2002,Kansas State University,Collaborative Research: Effects of Environmental Variation on Plant Disease in the Tallgrass Prairie,13.0,1.0,"$152,275.00",KS,4,2
65,NSF,monocultural,2007,Iowa State University,Collaborative Research: Effects of Species on Forest Carbon Balances in Lowland Costa Rica,8.0,2.0,"$285,779.00",IA,4,2
66,NSF,monocultural,2007,Duke University,Collaborative Research: Effects of Species on Forest Carbon Balances in Lowland Costa Rica,8.0,2.0,"$369,414.00",NC,4,2
67,NSF,monocultural,2001,Ohio State University Research Foundation -DO NOT USE,Assessing and Explaining Consumer Landscape Practices: Towards an Ecology of the City,14.0,1.0,"$135,001.00",OH,4,2
0,NSF,cultural pluralism,2010,New York University,Doctoral Dissertation Research: Language Ideology and Cultural Pluralism in Montreal's Haitian Radioscape,5.0,1.0,"$13,804.00",NY,3,2
1,NSF,cultural pluralism,2015,University of Massachusetts Boston,The Process Of Cultural Interaction In The US Southwest,0.0,1.0,"$79,747.00",MA,3,2
2,NSF,cultural pluralism,1991,University of California-Los Angeles,Client Involvement in the Governance of Head Start,24.0,1.0,"$109,955.00",CA,3,2
3,NSF,cultural pluralism,2010,University of California-Berkeley,"Doctoral Dissertation Research: Grounding New Deal Power in the Americas: Soil Science and Development, 1929-1949",5.0,1.0,"$12,000.00",CA,3,2
0,NSF,interracial,2010,University of Illinois at Chicago,"Research Starter Grant: Understanding Interracial Interactions: How Situational Cues Influence Cognition, Affect, and Behavior During Intergroup Contact",5.0,1.0,"$20,637.00",IL,9,2
1,NSF,interracial,2008,Princeton University,Interracial Interactions over Time,7.0,1.0,"$482,749.00",NJ,9,2
2,NSF,interracial,2009,"Taylor, Valerie J",PostDoctoral Research Fellowship,6.0,2.0,"$120,000.00",NJ,9,2
3,NSF,interracial,2012,Spelman College,Deflecting Ingroup Members' Stereotype-Confirming Behavior: Factors that Facilitate High Performance and Positive Interracial Interactions,3.0,1.0,"$190,680.00",GA,9,2
4,NSF,interracial,2012,CUNY John Jay College of Criminal Justice,SBP-Creating a Diverse Society that Works: Investigating the Role of Social Identity Threat in Interracial Interactions,3.0,2.0,"$360,000.00",NY,9,2
5,NSF,interracial,1997,George Washington University,"Trends in Intergroup Contact and Racial Attitudes Among U.S. Youths, 1975-1994",18.0,1.0,"$75,935.00",DC,9,2
6,NSF,interracial,2007,Murphy Mary C,PostDoctoral Research Fellowship,8.0,3.0,"$120,000.00",CA,9,2
7,NSF,interracial,1997,University of Minnesota-Twin Cities,Interracial Contact and Racial Attitudes,18.0,1.0,"$150,164.00",MN,9,2
8,NSF,interracial,2015,University of Illinois at Chicago,Doctoral Dissertation Research: Cognitive Depletion and Motivation to Avoid Prejudice during Jury Deliberation: A Self-Regulation Perspective on Interracial Group Decision-Making,0.0,1.0,"$26,714.00",IL,9,2
9,NSF,interracial,2009,Northwestern University,Fostering Positive Interracial Interactions,6.0,2.0,"$448,582.00",IL,9,2
10,NSF,interracial,2012,Rutgers University Newark,Psychosocial Resources and the Language of Interracial Feedback,3.0,1.0,"$249,933.00",NJ,9,2
11,NSF,interracial,2011,New York University,How Accuracy and Interpersonal Bias Combine to Improve Interracial Interactions and Relations,4.0,1.0,"$50,000.00",NY,9,2
12,NSF,interracial,1997,Cornell Univ - State: AWDS MADE PRIOR MAY 2010,Dissertation Research: A Comparison of Marital Quality of Asian-White Couples to that of Same-Race Asian Couples and Same-Race White Couples,18.0,1.0,"$7,500.00",NY,9,2
13,NSF,interracial,1997,Harvard University,"Doctoral Dissertation Research: The Structure, Composition,and Efficacy of Urban Blacks' Job Referral Networks",18.0,1.0,"$4,300.00",MA,9,2
14,NSF,interracial,2009,Northwestern University,The Cost of Covering: Psychological & Physiological Implications of Managing a Stigmatized Identity,6.0,1.0,"$274,325.00",IL,9,2
15,NSF,interracial,1998,Emory University,Doctoral Dissertation Research in Political Science: Differences in Black and White: Inter-racial Differences in the Perception of Political Information,17.0,1.0,"$8,000.00",GA,9,2
16,NSF,interracial,2004,Rutgers University New Brunswick,Egalitarian Motives and the Positive Feedback Bias,11.0,1.0,"$30,000.00",NJ,9,2
17,NSF,interracial,2004,Princeton University,Intergroup Interactions: Mediating Role of Behavior Regulation,11.0,1.0,"$56,950.00",NJ,9,2
18,NSF,interracial,2009,University of Wisconsin-Milwaukee,Collaborative Research: A Multi-city Study of Contextual Influences on Group Relations and Voting Behavior in Urban Mayoral Elections,6.0,1.0,"$537,981.00",WI,9,2
19,NSF,interracial,2009,University of Maryland College Park,Collaborative Research: A Multi-City Study of Contextual Influences on Group Relations and Voting Behavior in Urban Mayoral Elections,6.0,1.0,"$219,479.00",MD,9,2
20,NSF,interracial,1992,University of California-Irvine,Dissertation Research: Asian American in Multicultural Subartic America: A Comparative Multivariate Analysis,23.0,1.0,"$12,000.00",CA,9,2
21,NSF,interracial,2005,Portland State University,Planning Grant: Examining Race and Ownership Status in Long-time Residents' Reactions to Gentrification,10.0,1.0,"$49,041.00",OR,9,2
22,NSF,interracial,2007,Miami University,"The Social-Behavioral Consequences of Fluency: How Processing Ease Guides Intergroup Contact, Goal Pursuit, and Behavioral Mimicry",8.0,2.0,"$295,559.00",OH,9,2
23,NSF,interracial,1997,Columbia University,Doctoral Dissertation Research: The Social Construction of Racial and Ethnic Identity among African American and West Indian Blacks married with Whites,18.0,1.0,"$7,420.00",NY,9,2
24,NSF,interracial,1959,University of Wisconsin-Madison,Genetics of Interracial Crosses in Hawaii;,56.0,,"$30,500.00",WI,9,2
25,NSF,interracial,1972,Purdue University,DETERMINANTS AND EFFECTS OF  INTER-RACIAL INTERACTION,43.0,,"$75,800.00",IN,9,2
26,NSF,interracial,2008,University of Washington,Group Identity and Prejudice: Implications for Diversity,7.0,2.0,"$323,583.00",WA,9,2
27,NSF,interracial,2011,Duke University,Doctoral Dissertation Research: Interracial Conduct in an Integrated Neighborhood,4.0,1.0,"$7,952.00",NC,9,2
28,NSF,interracial,1971,Florida State University,"BRIGHAM, JOHN C, THE IMPLICATIONS OF STEREOTYPES AND ATTITUDES ON  INTERRACIAL BEHAVIOR",44.0,,"$31,700.00",FL,9,2
29,NSF,interracial,1993,Yale University,NSF Young Investigator Award,22.0,2.0,"$296,108.00",CT,9,2
30,NSF,interracial,2004,University of Washington,"Collaborative Research: The Mixed-Race Household in Residential Space: Neighborhood Context, Segregation, and Multiracial Identities, 1990-2000",11.0,2.0,"$109,829.00",WA,9,2
31,NSF,interracial,2015,University of Texas at Austin,Antecedents and Consequences of Cross-Race Friendships in Early and Middle Childhood,0.0,2.0,"$201,965.00",TX,9,2
32,NSF,interracial,2015,Purdue University,Developing Effective Strategies for Confronting Racial Bias in Interpersonal Interactions,0.0,1.0,"$213,556.00",IN,9,2
33,NSF,interracial,2009,Purdue University,Implicit Stereotyping and Prejudice: Strategies and Processes of Change,6.0,2.0,"$450,000.00",IN,9,2
34,NSF,interracial,2004,University of Georgia Research Foundation Inc,"Collaborative Research: The Mixed-Race Household in Residential Space: Neighborhood Context, Segregation, and Multiracial Identities, 1990-2000",11.0,2.0,"$131,950.00",GA,9,2
35,NSF,interracial,2014,Duke University,"Doctoral Dissertation Research: Race, Class and Social Capital in Devastated Neighborhoods",1.0,1.0,"$11,189.00",NC,9,2
36,NSF,interracial,2008,Portland State University,Examining Race and Ownership Status in Long-time Businesses and Organizations? Reactions to Gentrification,7.0,1.0,"$104,160.00",OR,9,2
37,NSF,interracial,2006,University of Oregon Eugene,Doctoral Dissertation Research: Research on Children's Racial Attitudes: The Development of a Racial Attitudes Index,9.0,1.0,"$12,000.00",OR,9,2
38,NSF,interracial,2013,University of Chicago,"Doctoral Dissertation Research: Conflict, Collaboration, and Shared Community Interests",2.0,1.0,"$10,616.00",IL,9,2
39,NSF,interracial,1999,University of Pittsburgh,Racial Polarization and the Criminal Justice System,16.0,1.0,"$83,058.00",PA,9,2
40,NSF,interracial,1993,Johns Hopkins University,Multivalent Structure,22.0,2.0,"$166,043.00",MD,9,2
41,NSF,interracial,2008,Stanford University,A Longitudinal Study of the Impact of Social Networks and the Internet on Relationship Formation,7.0,1.0,"$239,911.00",CA,9,2
42,NSF,interracial,2002,Barnard College,RUI: Racial Inequality and Residential Segregation,13.0,2.0,"$137,769.00",NY,9,2
43,NSF,interracial,2004,Dartmouth College,"Collaborative Research: The Mixed-Race Household in Residential Space: Neighborhood Context, Segregation, and Multiracial Identities, 1990-2000",11.0,2.0,"$83,539.00",NH,9,2
44,NSF,interracial,1990,Arizona State University,"A Program of Research on Race, Class and Public Opinion",25.0,1.0,"$54,010.00",AZ,9,2
45,NSF,interracial,2015,SUNY at Albany,"Immigrants, Entrepreneurs, and Urban Redevelopment in the U.S.",0.0,1.0,"$137,314.00",NY,9,2
46,NSF,interracial,2015,University of California-Berkeley,Reducing Neural and Immune Threat Reactivity During Intergroup Mentoring in STEM,0.0,1.0,"$209,949.00",CA,9,2
47,NSF,interracial,1990,Washington University,Black-White Group Interaction: A Study of Control and Comfort,25.0,1.0,"$12,000.00",MO,9,2
48,NSF,interracial,1996,Columbia University,Doctoral Dissertation Research: Immigrant Entrepreneurs: Opportunity Structure and Inter-group Relations,19.0,1.0,"$7,425.00",NY,9,2
49,NSF,interracial,2008,Indiana University,Doctoral Dissertation Research: Race in Place: Evaluating the Process of Residential Integration,7.0,1.0,"$7,404.00",IN,9,2
50,NSF,interracial,2010,Yale University,Research Experiences for Undergraduates in Comparative and Developmental Cognition,5.0,2.0,"$305,498.00",CT,9,2
0,NSF,multiracial,1998,University of California-Berkeley,Doctoral Dissertation Research: Remaking the Color Line: Social Bases and Implications of the Multiracial Movement,17.0,1.0,"$7,125.00",CA,11,2
1,NSF,multiracial,2004,University of Georgia Research Foundation Inc,"Collaborative Research: The Mixed-Race Household in Residential Space: Neighborhood Context, Segregation, and Multiracial Identities, 1990-2000",11.0,2.0,"$131,950.00",GA,11,2
2,NSF,multiracial,2015,New York University,Doctoral Dissertation Research: Sociolinguistic Variation and Biracial Identity,0.0,1.0,"$12,632.00",NY,11,2
3,NSF,multiracial,2004,University of Washington,"Collaborative Research: The Mixed-Race Household in Residential Space: Neighborhood Context, Segregation, and Multiracial Identities, 1990-2000",11.0,2.0,"$109,829.00",WA,11,2
4,NSF,multiracial,2004,University of Georgia Research Foundation Inc,Doctoral Dissertation Research: Situating Multiethnic Racial Identity in Neighborhood and Household Contexts,11.0,1.0,"$12,000.00",GA,11,2
5,NSF,multiracial,2004,Dartmouth College,"Collaborative Research: The Mixed-Race Household in Residential Space: Neighborhood Context, Segregation, and Multiracial Identities, 1990-2000",11.0,2.0,"$83,539.00",NH,11,2
6,NSF,multiracial,1991,SUNY College at Plattsburgh,Planning Grant on Cross-Racial Eyewitness Identification in the Context of Multi-Racial and Multi-Cultural Change,24.0,1.0,"$14,619.00",NY,11,2
7,NSF,multiracial,2013,East Carolina University,Inequality and Multiracial Gatekeeping,2.0,1.0,"$191,514.00",NC,11,2
8,NSF,multiracial,2008,University of Washington,SGER: The Effect of the 2008 U.S. Presidential Election on Implicit Race Categorization: A Short-Term Longitudinal Study,7.0,1.0,"$24,960.00",WA,11,2
9,NSF,multiracial,1993,University of Texas at El Paso,Planning Grant on Cross-Racial Eyewitness Identification in the Context of Multi-Racial and Multi-Cultural Change,22.0,1.0,$0.00,TX,11,2
10,NSF,multiracial,2013,Colgate University,"MRI: Acquisition of an Electroencephalography (EEG) System for Integrated Cognitive, Perceptual, and Social Neuroscience Research at Colgate University",2.0,1.0,"$199,307.00",NY,11,2
11,NSF,multiracial,2006,University of Oregon Eugene,Doctoral Dissertation Research: Research on Children's Racial Attitudes: The Development of a Racial Attitudes Index,9.0,1.0,"$12,000.00",OR,11,2
12,NSF,multiracial,2000,University of Connecticut,POWRE: Ethnic Banking and Community Development: Chinese Banking and Ethnoburb in Los Angeles,15.0,1.0,"$74,869.00",CT,11,2
13,NSF,multiracial,2003,University System of Georgia,Partnership for Reform in Science and Mathematics,12.0,4.0,"$35,224,871.00",GA,11,2
14,NSF,multiracial,1996,University of Maryland College Park,Racial and Ethnic Classification in Demography and the Census,19.0,1.0,"$110,637.00",MD,11,2
15,NSF,multiracial,2015,Oregon State University,Alkaloid Synthesis Using Aminal Radicals,0.0,2.0,"$260,000.00",OR,11,2
16,NSF,multiracial,2010,Texas A&M Research Foundation,The Majoritaran Basis of Judicial Countermajoritarianism,5.0,1.0,"$89,074.00",TX,11,2
17,NSF,multiracial,1990,SUNY at Albany,Suburbanization Patterns of Racial and Ethnic Groups,25.0,2.0,"$79,954.00",NY,11,2
18,NSF,multiracial,2009,Macalester College,Local Elections in America Project (LEAP) Workshop,6.0,1.0,"$49,908.00",MN,11,2
19,NSF,multiracial,2006,Arizona State University,"Doctoral Dissertation Improvement Grant: Zooarchaeological tests for modern human behavior at Blombos Cave and Pinnacle Point Cave 13B, Southwestern Cape, South Africa",9.0,1.0,"$12,000.00",AZ,11,2
20,NSF,multiracial,2001,"The University Corporation, Northridge",The Children's Research Initiative: Integrative Approaches - CRI: African American And Latina/o Adolescents' Perceptions Of And Responses To Racial Discrimination,14.0,2.0,"$370,553.00",CA,11,2
21,NSF,multiracial,2004,University of Texas at Austin,Doctoral Dissertation Research: Ideologies of Ethnic Stylization: Asian/Pacific American Linguistic Practices and Mainstream Participation at a Central Texas High School,11.0,1.0,"$9,706.00",TX,11,2
22,NSF,multiracial,2015,Vanderbilt University,Why We Persist: An Intersectional Study to Characterize and Examine the Experiences of Women Tenure-Track Faculty in Engineering,0.0,1.0,"$354,923.00",TN,11,2
23,NSF,multiracial,2015,Purdue University,Why We Persist: An Intersectional Study to Characterize and Examine the Experiences of Women Tenure-Track Faculty in Engineering,0.0,1.0,"$1,131,464.00",IN,11,2
24,NSF,multiracial,1990,California Institute of Technology,Hands-On Science in Pasadena: Changing a Large School System,25.0,1.0,"$1,047,002.00",CA,11,2
25,NSF,multiracial,2009,University of Texas at Austin,REU Site: Undergraduate Research in Minority Group Demography,6.0,1.0,"$105,000.00",TX,11,2
26,NSF,multiracial,2011,Virginia Polytechnic Institute and State University,Planning Grant: Integrating Computational Thinking Into Middle School Curriculum,4.0,1.0,"$215,998.00",VA,11,2
27,NSF,multiracial,2014,University of Michigan Ann Arbor,After-School Activities: Identifying Risk and Protective Factors for Community Violence Exposure,1.0,1.0,"$474,997.00",MI,11,2
28,NSF,multiracial,2004,Northwestern University,The Organic Chemistry of Silicon in Small and Large Molecules,11.0,2.0,"$468,900.00",IL,11,2
29,NSF,multiracial,2012,Rutgers University New Brunswick,Exposure to Biracial Americans and Changes in Essentialist Beliefs,3.0,1.0,"$364,395.00",NJ,11,2
30,NSF,multiracial,1991,National Consortium - GEM,"""WHAT IS GRADUATE SCHOOL AND HOW DO YOU SELECT ONE,"" A National PBS-GEM Satellite Teleconference, October 3, 1991",24.0,1.0,"$20,000.00",IN,11,2
31,NSF,multiracial,2004,Wesleyan University,Experiment and Computation in Physical Organic Electrochemistry,11.0,2.0,"$236,000.00",CT,11,2
32,NSF,multiracial,2005,George Washington University,Intergroup Relations at Work: A Relational Demography Approach,10.0,1.0,"$283,275.00",DC,11,2
33,NSF,multiracial,2011,Williams ErinMarie S,PostDoctoral Research Fellowship,4.0,3.0,"$120,000.00",DC,11,2
34,NSF,multiracial,2010,University of California-Berkeley,REU Site: Social Cultural Processes in Development and Mental Health,5.0,1.0,"$238,535.00",CA,11,2
35,NSF,multiracial,2012,University of California-Los Angeles,RAPID: The Critical Ninth Grade Transition: Opportunities and Risks,3.0,1.0,"$142,137.00",CA,11,2
36,NSF,multiracial,1999,University of Utah,POWRE: A Pilot Study of the National Asian American Political Survey,16.0,1.0,"$74,970.00",UT,11,2
37,NSF,multiracial,2010,University of Illinois at Chicago,GSE/RES A Multi-Method Investigation of the Situational Cues and Contexts Inhibiting Women in STEM Settings,5.0,2.0,"$629,959.00",IL,11,2
38,NSF,multiracial,2000,American Educational Research Association,Enhancing the Education Research Infrastructure to Conduct Large-Scale Studies of Policy and Practice,15.0,2.0,"$2,943,923.00",DC,11,2
39,NSF,multiracial,2010,Rutgers University New Brunswick,EAGER: The Psychosocial Process Model of Minority Categorization for Perceivers,5.0,1.0,"$245,272.00",NJ,11,2
40,NSF,multiracial,2001,University of Michigan Ann Arbor,Racial Residential Segregation: Measurement and Trends,14.0,1.0,"$249,734.00",MI,11,2
0,NIH,bicultural,2002,UNIVERSITY OF CONNECTICUT STORRS,CULTURAL CHANGE IN CHILDREARING BELIEFS AND PRACTICES,3.0,2.0,335137.0,CT,6,1
1,NIH,bicultural,2001,UNIVERSITY OF CONNECTICUT STORRS,CULTURAL CHANGE IN CHILDREARING BELIEFS AND PRACTICES,2.0,2.0,355033.0,CT,6,1
2,NIH,bicultural,2000,UNIVERSITY OF CONNECTICUT STORRS,CULTURAL CHANGE IN CHILDREARING BELIEFS AND PRACTICES,1.0,1.0,415255.0,CT,6,1
3,NIH,bicultural,2009,TUFTS UNIVERSITY MEDFORD,COMMUNICATION OF EMOTION: BEHAVIORAL AND NEURAL CORRELATES,5.0,2.0,207082.0,MA,6,1
4,NIH,bicultural,2008,TUFTS UNIVERSITY MEDFORD,COMMUNICATION OF EMOTION: BEHAVIORAL AND NEURAL CORRELATES,4.0,2.0,207082.0,MA,6,1
5,NIH,bicultural,2007,TUFTS UNIVERSITY MEDFORD,COMMUNICATION OF EMOTION: BEHAVIORAL AND NEURAL CORRELATES,3.0,2.0,207082.0,MA,6,1
6,NIH,bicultural,2006,TUFTS UNIVERSITY MEDFORD,COMMUNICATION OF EMOTION: BEHAVIORAL AND NEURAL CORRELATES,2.0,2.0,213268.0,MA,6,1
7,NIH,bicultural,2005,TUFTS UNIVERSITY MEDFORD,NONLINGUISTIC DIALECTS: BEHAVIORAL AND NEURAL CORRELATES,1.0,1.0,218400.0,MA,6,1
8,NIH,bicultural,2012,INSTITUTE FOR FAMILY HEALTH,BRONX FAITH-BASED INITIATIVE TO ELIMINATE RACIAL DISPARITIES IN HEALTH,8.0,2.0,583862.0,NY,6,1
9,NIH,bicultural,2011,INSTITUTE FOR FAMILY HEALTH,BRONX FAITH-BASED INITIATIVE TO ELIMINATE RACIAL DISPARITIES IN HEALTH,7.0,2.0,624348.0,NY,6,1
10,NIH,bicultural,2010,INSTITUTE FOR FAMILY HEALTH,BRONX FAITH-BASED INITIATIVE TO ELIMINATE RACIAL DISPARITIES IN HEALTH,6.0,2.0,625127.0,NY,6,1
11,NIH,bicultural,2009,INSTITUTE FOR FAMILY HEALTH,BRONX FAITH-BASED INITIATIVE TO ELIMINATE RACIAL DISPARITIES IN HEALTH,5.0,2.0,624928.0,NY,6,1
12,NIH,bicultural,2008,INSTITUTE FOR FAMILY HEALTH,BRONX FAITH-BASED INITIATIVE TO ELIMINATE RACIAL DISPARITIES IN HEALTH,4.0,2.0,199260.0,NY,6,1
13,NIH,bicultural,2008,INSTITUTE FOR FAMILY HEALTH,BRONX FAITH-BASED INITIATIVE TO ELIMINATE RACIAL DISPARITIES IN HEALTH,4.0,2.0,520061.0,NY,6,1
14,NIH,bicultural,1996,UNIVERSITY OF ILLINOIS AT CHICAGO,HEALTH BEHAVIORS OF MULTI-ETHNIC HISPANIC ELDERLY,3.0,2.0,0.0,IL,6,1
15,NIH,bicultural,1994,UNIVERSITY OF ILLINOIS AT CHICAGO,HEALTH BEHAVIORS OF MULTI-ETHNIC HISPANIC ELDERLY,2.0,2.0,0.0,IL,6,1
16,NIH,bicultural,1994,RUSH UNIVERSITY MEDICAL CENTER,VALIDATING UNBIASED ONCOLOGY QUALITY OF LIFE ASSESSMENT,2.0,2.0,321855.0,IL,6,1
17,NIH,bicultural,1993,RUSH UNIVERSITY MEDICAL CENTER,VALIDATING UNBIASED ONCOLOGY QUALITY OF LIFE ASSESSMENT,1.0,1.0,316410.0,IL,6,1
18,NIH,bicultural,2012,UNIVERSITY OF CALIFORNIA SAN DIEGO,FEASIBLE DELIVERY OF CBT FOR RURAL LATINO YOUTH WITH ANXIETY,3.0,2.0,217961.0,CA,6,1
19,NIH,bicultural,2011,UNIVERSITY OF CALIFORNIA SAN DIEGO,FEASIBLE DELIVERY OF CBT FOR RURAL LATINO YOUTH WITH ANXIETY,2.0,2.0,217961.0,CA,6,1
20,NIH,bicultural,2010,UNIVERSITY OF CALIFORNIA SAN DIEGO,FEASIBLE DELIVERY OF CBT FOR RURAL LATINO YOUTH WITH ANXIETY,1.0,1.0,220163.0,CA,6,1
21,NIH,bicultural,2006,UNIVERSITY OF CALIFORNIA DAVIS,IMPACT OF INTERPRETERS ON CANCER CARE ACCESS & DELIVERY FOR THAI & VIETNAMESE PTS,2.0,2.0,72277.0,CA,6,1
22,NIH,bicultural,2005,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,4.0,2.0,272484.0,CA,6,1
23,NIH,bicultural,2004,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,3.0,2.0,362800.0,CA,6,1
24,NIH,bicultural,2003,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,2.0,2.0,357743.0,CA,6,1
25,NIH,bicultural,2002,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,1.0,1.0,304975.0,CA,6,1
26,NIH,bicultural,2004,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,5.0,2.0,160784.0,CT,6,1
