BREAST CANCER,NCI,8376774,5P30CA016087-32,5,P30,CA,16087,32,,4,6095791,"FORMENTI, SILVIA C.",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2012,,27413
BREAST CANCER,NCI,8232195,5P30CA016087-31,5,P30,CA,16087,31,,4,6095791,"FORMENTI, SILVIA C.",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2011,,22676
BREAST CANCER,NCI,8038236,5P30CA016087-30,5,P30,CA,16087,30,,4,6095791,"FORMENTI, SILVIA C.",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2010,,23869
BREAST CANCER,NCI,7843314,5P30CA016087-29,5,P30,CA,16087,29,,4,6095791,"FORMENTI, SILVIA C.",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2009,,24770
BREAST CANCER,NCI,7714197,2P30CA016087-28,2,P30,CA,16087,28,,4,6095791,"FORMENTI, SILVIA C.",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2008,,14083
CBT TREATMENT FOR PTSD AND SUDS IN MINORITY YOUTH,NIDA,7867880,5K23DA018715-06,5,K23,DA,18715,6,,,7074899,"FORTUNA, LISA R",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2010,139162,
CBT TREATMENT FOR PTSD AND SUDS IN MINORITY YOUTH,NIDA,7687577,5K23DA018715-05,5,K23,DA,18715,5,,,7074899,"FORTUNA, LISA R",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2009,152887,
CBT TREATMENT FOR PTSD AND SUDS IN MINORITY YOUTH,NIDA,7472514,5K23DA018715-04,5,K23,DA,18715,4,,,7074899,"FORTUNA, LISA R",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2008,150730,
CBT TREATMENT FOR PTSD AND SUDS IN MINORITY YOUTH,NIDA,7524216,7K23DA018715-03,7,K23,DA,18715,3,,,7074899,"FORTUNA, LISA R",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2007,149600,
CBT TREATMENT FOR PTSD AND SUDS IN MINORITY YOUTH,NIDA,7148213,1K23DA018715-01A2,1,K23,DA,18715,1,A2,,7074899,"FORTUNA, LISA R",Not Applicable,CAMBRIDGE HEALTH ALLIANCE, ,2006,150196,
RESEARCH AND EDUCATIONAL ADVANCEMENT CENTER/HEALTH,NCMHD,6494333,1S21MD000103-01,1,S21,MD,103,1,,,6598125,"FRANCIS, CHARLES K.",Not Applicable,CHARLES R. DREW UNIVERSITY OF MED & SCI, ,2001,4000000,
DUKE RESEARCH TRAINING PROGRAM FOR PEDIATRICIANS,NICHD,6734206,5T32HD043029-03,5,T32,HD,43029,3,,,1864133,"FRANK, MICHAEL M",Not Applicable,DUKE UNIVERSITY, ,2004,178045,
DUKE RESEARCH TRAINING PROGRAM FOR PEDIATRICIANS,NICHD,6640666,5T32HD043029-02,5,T32,HD,43029,2,,,1864133,"FRANK, MICHAEL M",Not Applicable,DUKE UNIVERSITY, ,2003,251091,
DUKE RESEARCH TRAINING PROGRAM FOR PEDIATRICIANS,NICHD,6555261,1T32HD043029-01,1,T32,HD,43029,1,,,1864133,"FRANK, MICHAEL M",Not Applicable,DUKE UNIVERSITY, ,2002,241319,
CENTER FOR MOLECULAR & CELLULAR STUDIES OF PED DISEASE,NICHD,6579068,1K12HD043494-01,1,K12,HD,43494,1,,,1864133,"FRANK, MICHAEL M",Not Applicable,DUKE UNIVERSITY, ,2003,430850,
AIDS CLINICAL TRIALS,NIAID,2067818,5U01AI032910-04,5,U01,AI,32910,4,,,1872718,"FRENKEL, LISA M",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,1995,894458,
AIDS CLINICAL TRIALS,NIAID,2067817,5U01AI032910-03,5,U01,AI,32910,3,,,1872718,"FRENKEL, LISA M",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,1994,639166,
ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK,NICHD,6591502,3U01HD032858-06S1,3,U01,HD,32858,6,S1,,7684590,"FRIEDMAN, LAWRENCE BRIAN",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2002,35221,
ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK,NICHD,6211949,5U01HD032858-06,5,U01,HD,32858,6,,,7684590,"FRIEDMAN, LAWRENCE BRIAN",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2000,757047,
ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK,NICHD,2838808,5U01HD032858-05,5,U01,HD,32858,5,,,7684590,"FRIEDMAN, LAWRENCE BRIAN",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,1999,390673,
ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK,NICHD,2609119,5U01HD032858-04,5,U01,HD,32858,4,,,7684590,"FRIEDMAN, LAWRENCE BRIAN",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,1998,525289,
ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK,NICHD,2025651,5U01HD032858-03,5,U01,HD,32858,3,,,7684590,"FRIEDMAN, LAWRENCE BRIAN",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,1997,451281,
STRATEGIC CURRICULUM FOR CLINICAL RESEARCH,NCRR,7673747,5K30RR022286-11,5,K30,RR,22286,11,,,1901145,"GABRILOVE, JANICE L",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2009,50000,
STRATEGIC CURRICULUM FOR CLINICAL RESEARCH,NCRR,7473881,5K30RR022286-10,5,K30,RR,22286,10,,,1901145,"GABRILOVE, JANICE L",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2008,300000,
STRATEGIC CURRICULUM FOR CLINICAL RESEARCH,NCRR,7257242,5K30RR022286-09,5,K30,RR,22286,9,,,1901145,"GABRILOVE, JANICE L",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE, ,2007,300000,
STRATEGIC CURRICULUM FOR CLINICAL RESEARCH,NCRR,7122811,5K30RR022286-08,5,K30,RR,22286,8,,,1901145,"GABRILOVE, JANICE LYNN",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE, ,2006,300000,
STRATEGIC CURRICULUM FOR CLINICAL RESEARCH,NCRR,6846744,9K30RR022286-07,9,K30,RR,22286,7,,,1901145,"GABRILOVE, JANICE LYNN",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE, ,2005,300000,
CLINICAL CORE (AND SMP),NIA,8672570,5P30AG008051-25,5,P30,AG,8051,25,,6831,2085729,"GALVIN, JAMES E",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2014,,546676
MULTICULTURAL COMMUNITY DEMENTIA SCREENING.,NIA,8848014,5R01AG040211-05,5,R01,AG,40211,5,,,2085729,"GALVIN, JAMES E",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2015,556482,
MULTICULTURAL COMMUNITY DEMENTIA SCREENING,NIA,8759087,3R01AG040211-04S1,3,R01,AG,40211,4,S1,,2085729,"GALVIN, JAMES E",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2014,42233,
MULTICULTURAL COMMUNITY DEMENTIA SCREENING.,NIA,8721301,5R01AG040211-04,5,R01,AG,40211,4,,,2085729,"GALVIN, JAMES E",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2014,530849,
MULTICULTURAL COMMUNITY DEMENTIA SCREENING.,NIA,8523735,5R01AG040211-03,5,R01,AG,40211,3,,,2085729,"GALVIN, JAMES E",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2013,501671
MULTICULTURAL COMMUNITY DEMENTIA SCREENING.,NIA,8336934,5R01AG040211-02,5,R01,AG,40211,2,,,2085729,"GALVIN, JAMES E",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2012,530886
MULTICULTURAL COMMUNITY DEMENTIA SCREENING.,NIA,8246165,1R01AG040211-01A1,1,R01,AG,40211,1,A1,,2085729,"GALVIN, JAMES E",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2011,557903
COMPONENTS OF  PREJUDICE,NIMH,6746687,1F31MH070352-01,1,F31,MH,70352,1,,,7706884,"GARCIA, AMBER L",Not Applicable,PURDUE UNIVERSITY WEST LAFAYETTE, ,2003,36822
MINORITY GLOBAL HEALTH DISPARITIES RESEARCH TRAINING PROGRAM,NIMHD,8398911,5T37MD001410-13,5,T37,MD,1410,13,,,8022229,"GASTON-JOHANSSON, FANNIE J",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,223382
MINORITY GLOBAL HEALTH DISPARITIES RESEARCH TRAINING PROGRAM,NIMHD,8196936,5T37MD001410-12,5,T37,MD,1410,12,,,8022229,"GASTON-JOHANSSON, FANNIE J",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2012,238911
MINORITY GLOBAL HEALTH DISPARITIES RESEARCH TRAINING PROGRAM,NIMHD,7996034,5T37MD001410-11,5,T37,MD,1410,11,,,8022229,"GASTON-JOHANSSON, FANNIE J",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2011,241560
MINORITY GLOBAL HEALTH DISPARITIES RESEARCH TRAINING PROGRAM,NCMHD,7800352,5T37MD001410-10,5,T37,MD,1410,10,,,8022229,"GASTON-JOHANSSON, FANNIE J",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2010,241560
MINORITY GLOBAL HEALTH DISPARITIES RESEARCH TRAINING PROGRAM,NCMHD,7670680,2T37MD001410-09,2,T37,MD,1410,9,,,8022229,"GASTON-JOHANSSON, FANNIE J",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2009,215594
DEVELOPMENT OF A PSYCHOSOCIAL TREATMENT FOR PSYCHOTIC DEPRESSION,NIMH,8013016,5K23MH076937-05,5,K23,MH,76937,5,,,7077449,"GAUDIANO, BRANDON A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2011,182144
DEVELOPMENT OF A PSYCHOSOCIAL TREATMENT FOR PSYCHOTIC DEPRESSION,NIMH,7759603,5K23MH076937-04,5,K23,MH,76937,4,,,7077449,"GAUDIANO, BRANDON A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2010,181908
DEVELOPMENT OF A PSYCHOSOCIAL TREATMENT FOR PSYCHOTIC DEPRESSION,NIMH,7560034,5K23MH076937-03,5,K23,MH,76937,3,,,7077449,"GAUDIANO, BRANDON A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2009,182104
DEVELOPMENT OF A PSYCHOSOCIAL TREATMENT FOR PSYCHOTIC DEPRESSION,NIMH,7347538,5K23MH076937-02,5,K23,MH,76937,2,,,7077449,"GAUDIANO, BRANDON A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2008,182144
DEVELOPMENT OF A PSYCHOSOCIAL TREATMENT FOR PSYCHOTIC DEPRESSION,NIMH,7197024,1K23MH076937-01A1,1,K23,MH,76937,1,A1,,7077449,"GAUDIANO, BRANDON A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2007,181711
 A STEPPED NTERVENTION FOR MEDS ADHERENCE & BP CONTROL,NHLBI,6931128,5R01HL067439-05,5,R01,HL,67439,5,,,1914587,"GERIN, WILLIAM ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2005,738477
 A STEPPED NTERVENTION FOR MEDS ADHERENCE & BP CONTROL,NHLBI,6800338,5R01HL067439-04,5,R01,HL,67439,4,,,1914587,"GERIN, WILLIAM ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2004,689524
 A STEPPED NTERVENTION FOR MEDS ADHERENCE & BP CONTROL,NHLBI,6899565,3R01HL067439-03S2,3,R01,HL,67439,3,S2,,1914587,"GERIN, WILLIAM ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2004,38732
 A STEPPED NTERVENTION FOR MEDS ADHERENCE & BP CONTROL,NHLBI,6798951,3R01HL067439-03S1,3,R01,HL,67439,3,S1,,1914587,"GERIN, WILLIAM ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2003,38478
 A STEPPED NTERVENTION FOR MEDS ADHERENCE & BP CONTROL,NHLBI,6658051,7R01HL067439-03,7,R01,HL,67439,3,,,1914587,"GERIN, WILLIAM ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2003,562875
 A STEPPED NTERVENTION FOR MEDS ADHERENCE & BP CONTROL,NHLBI,6527977,5R01HL067439-02,5,R01,HL,67439,2,,,1914587,"GERIN, WILLIAM ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF NYU, ,2002,542962
A STEPPED INTERVENTION FOR MEDS ADHERENCE & BP CONTROL,NHLBI,6323525,1R01HL067439-01,1,R01,HL,67439,1,,,1914587,"GERIN, WILLIAM ",Not Applicable,MOUNT SINAI SCHOOL OF MEDICINE OF NYU, ,2001,673823
SATISFACTION OF FRAIL ELDERLY WITH HOME BASED SERVICES,NIA,2001519,5R01AG011854-03,5,R01,AG,11854,3,,,1907983,"GERON, SCOTT M",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,1996,133457
SATISFACTION OF FRAIL ELDERLY WITH HOME BASED SERVICES,NIA,2053091,5R01AG011854-02,5,R01,AG,11854,2,,,1907983,"GERON, SCOTT M",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,1995,121497
SATISFACTION OF FRAIL ELDERLY WITH HOME BASED SERVICES,NIA,2053090,1R01AG011854-01A1,1,R01,AG,11854,1,A1,,1907983,"GERON, SCOTT M",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,1994,142131
TREATMENT OF ALCOHOL PROBLEMS FOR VIOLENCE PRONE YOUTH,NIAAA,7124474,3R01AA013369-04S1,3,R01,AA,13369,4,S1,,2107880,"GIL, ANDRES G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2005,54022
TREATMENT OF ALCOHOL PROBLEMS FOR VIOLENCE PRONE YOUTH,NIAAA,6931199,5R01AA013369-04,5,R01,AA,13369,4,,,2107880,"GIL, ANDRES G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2005,351250
TREATMENT OF ALCOHOL PROBLEMS FOR VIOLENCE PRONE YOUTH,NIAAA,6786011,5R01AA013369-03,5,R01,AA,13369,3,,,2107880,"GIL, ANDRES G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2004,351250
TREATMENT OF ALCOHOL PROBLEMS FOR VIOLENCE PRONE YOUTH,NIAAA,6630450,5R01AA013369-02,5,R01,AA,13369,2,,,2107880,"GIL, ANDRES G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2003,351250
TREATMENT OF ALCOHOL PROBLEMS FOR VIOLENCE PRONE YOUTH,NIAAA,6469685,1R01AA013369-01A1,1,R01,AA,13369,1,A1,,2107880,"GIL, ANDRES G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2002,351250
MULTILINGUAL HEALTH EDUCATION RESOURCE PROJECT,NLM,6595786,1G07LM007815-01,1,G07,LM,7815,1,,,1972510,"GILLISPIE, MARY ALICE",Not Applicable,FAMILY HEALTH CARE CENTER, ,2002,93000
COLLABORATIVE ALCOHOL RESEARCH DEVELOPMENT AND PLANNING,NIAAA,6915761,5U01AA014289-03,5,U01,AA,14289,3,,,7217509,"GOEBERT, DEBORAH A",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2005,309089
COLLABORATIVE ALCOHOL RESEARCH DEVELOPMENT AND PLANNING,NIAAA,6801123,5U01AA014289-02,5,U01,AA,14289,2,,,7217509,"GOEBERT, DEBORAH A",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2004,310459
COLLABORATIVE ALCOHOL RESEARCH DEVELOPMENT AND PLANNING,NIAAA,6632449,1U01AA014289-01,1,U01,AA,14289,1,,,7217509,"GOEBERT, DEBORAH A",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2003,316813
WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS,NIA,6707065,3R01AG016601-05S1,3,R01,AG,16601,5,S1,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2003,57756
WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS,NIA,6509619,5R01AG016601-05,5,R01,AG,16601,5,,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2002,268607
WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS,NIA,6372301,5R01AG016601-04,5,R01,AG,16601,4,,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2001,378669
WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS,NIA,6348815,3R01AG016601-03S1,3,R01,AG,16601,3,S1,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2000,109605
WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS,NIA,6168881,5R01AG016601-03,5,R01,AG,16601,3,,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2000,263863
WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS,NIA,6016830,5R01AG016601-02,5,R01,AG,16601,2,,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1999,256396
WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS,NIA,2810511,1R01AG016601-01,1,R01,AG,16601,1,,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,1998,257179
A PILOT WRITING PROGRAM FOR MULTIETHNIC BREAST CANCER PT,NCI,6743659,5R21CA097372-02,5,R21,CA,97372,2,,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2004,136300
A WRITING PROGRAM FOR MULTIETHNIC BREAST CANCER PATIENTS,NCI,6612075,1R21CA097372-01A1,1,R21,CA,97372,1,A1,,6475479,"GOTAY, CAROLYN COOK",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2003,136300
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8724712,3P30CA062203-18S2,3,P30,CA,62203,18,S2,,1961715,"GREENFIELD, SHELDON ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2013,49980
UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,NCI,8709478,3P30CA062203-18S1,3,P30,CA,62203,18,S1,,1961715,"GREENFIELD, SHELDON ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2013,25000
COPING SKILLS TRAINING FOR MINORITY DIABETIC YOUTH,NIDDK,3443760,1R21DK045143-01,1,R21,DK,45143,1,,,1882612,"GREY, MARGARET ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,1992,38780
CULTURALLY-SENSITIVE SCHOOL-HOME BEHAVIORAL PROGRAM FOR LATINO CHILDREN WITH ADHD,NIMH,8913845,5F32MH101971-03,5,F32,MH,101971,3,,,11507296,"HAACK, LAUREN MARIE",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,57092
CULTURALLY-SENSITIVE SCHOOL-HOME BEHAVIORAL PROGRAM FOR LATINO CHILDREN WITH ADHD,NIMH,8731675,5F32MH101971-02,5,F32,MH,101971,2,,,11507296,"HAACK, LAUREN MARIE",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2014,54839
CULTURALLY-SENSITIVE SCHOOL-HOME BEHAVIORAL PROGRAM FOR LATINO CHILDREN WITH ADHD,NIMH,8595205,1F32MH101971-01,1,F32,MH,101971,1,,,11507296,"HAACK, LAUREN MARIE",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,51608
PROMOTING PHYSICIANS' CULTURAL COMPETENCE THROUGH REFLECTIVE PRACTICE,NHLBI,7893679,5K07HL085622-05,5,K07,HL,85622,5,,,1896680,"HAIDET, PAUL M.",Not Applicable,PENNSYLVANIA STATE UNIV HERSHEY MED CTR, ,2010,214600
PROMOTING PHYSICIANS' CULTURAL COMPETENCE THROUGH REFLECTIVE PRACTICE,NHLBI,7651170,7K07HL085622-04,7,K07,HL,85622,4,,,1896680,"HAIDET, PAUL M.",Not Applicable,PENNSYLVANIA STATE UNIV HERSHEY MED CTR, ,2009,174600
PROMOTING PHYSICIANS' CULTURAL COMPETENCE THROUGH REFLECTIVE PRACTICE,NHLBI,7449634,5K07HL085622-03,5,K07,HL,85622,3,,,1896680,"HAIDET, PAUL M.",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2008,171589
PROMOTING PHYSICIANS' CULTURAL COMPETENCE THROUGH REFLECTIVE PRACTICE,NHLBI,7284264,5K07HL085622-02,5,K07,HL,85622,2,,,1896680,"HAIDET, PAUL M.",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2007,168090
PROMOTING PHYSICIANS' CULTURAL COMPETENCE THROUGH REFLECTIVE PRACTICE,NHLBI,7139824,1K07HL085622-01,1,K07,HL,85622,1,,,1896680,"HAIDET, PAUL M.",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2006,174561
MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,NIMH,6929734,5R25MH065807-05,5,R25,MH,65807,5,,,1960127,"HALL, GORDON C",Not Applicable,UNIVERSITY OF OREGON, ,2005,81710
MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,NIMH,6781084,5R25MH065807-04,5,R25,MH,65807,4,,,1960127,"HALL, GORDON C",Not Applicable,UNIVERSITY OF OREGON, ,2004,160309
MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,NIMH,6655081,5R25MH065807-03,5,R25,MH,65807,3,,,1960127,"HALL, GORDON C",Not Applicable,UNIVERSITY OF OREGON, ,2003,160412
MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,NIMH,6529049,5R25MH065807-02,5,R25,MH,65807,2,,,1960127,"HALL, GORDON C",Not Applicable,UNIVERSITY OF OREGON, ,2002,160318
MONOCULTURAL VS MULTICULTURAL ACADEMIC ACCULTURATION,NIMH,6492184,1R25MH065807-01,1,R25,MH,65807,1,,,1960127,"HALL, GORDON C",Not Applicable,UNIVERSITY OF OREGON, ,2001,156250
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,8460997,3U01HD040657-10S2,3,U01,HD,40657,10,S2,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2012,470330
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,8287208,3U01HD040657-10S1,3,U01,HD,40657,10,S1,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2011,100000
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,8068777,5U01HD040657-10,5,U01,HD,40657,10,,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2011,484517
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,8145093,3U01HD040657-09S1,3,U01,HD,40657,9,S1,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2010,100000
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,7876640,5U01HD040657-09,5,U01,HD,40657,9,,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2010,480834
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,7652327,5U01HD040657-08,5,U01,HD,40657,8,,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2009,573875
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,7450854,5U01HD040657-07,5,U01,HD,40657,7,,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2008,606635
COMPLEMENTARY FEEDING: A GLOBAL NETWORK CLUSTER RANDOMIZED CONTROLLED TRIAL,NICHD,7172100,2U01HD040657-06,2,U01,HD,40657,6,,,1888241,"HAMBIDGE, K MICHAEL",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2007,850206
CULTURE THEORY AND MENTAL HEALTH IN CLINICAL PSYCHOLOGY,NIMH,6078166,5F31MH012216-02,5,F31,MH,12216,2,,,2436994,"HARLEM, ANDREW D",Not Applicable,UNIVERSITY OF CHICAGO, ,1999,26348
CULTURE THEORY AND MENTAL HEALTH IN CLINICAL PSYCHOLOGY,NIMH,2768004,1F31MH012216-01,1,F31,MH,12216,1,,,2436994,"HARLEM, ANDREW D",Not Applicable,UNIVERSITY OF CHICAGO, ,1998,22908
MULTIMEDIA EDUCATION FOR FAMILIES OF THE BRAIN INJURED,NICHD,2204554,1R43HD031797-01,1,R43,HD,31797,1,,,1873867,"HARLESS, WILLIAM GLENN",Not Applicable,"INTERACTIVE DRAMA, INC.", ,1994,80175
PROMOTING PUBLIC HEALTH THROUGH A TELECOMMUNITY NETWORK,NLM,2897360,5F38LM000063-02,5,F38,LM,63,2,,,2114931,"HAU, BARBARA A",Not Applicable,"LA PLAZA TELECOMMUNITY FOUNDATION, INC.", ,2000,50191
PROMOTING PUBLIC HEALTH THROUGH A TELECOMMUNITY NETWORK,NLM,2637625,1F38LM000063-01,1,F38,LM,63,1,,,2114931,"HAU, BARBARA A",Not Applicable,"LA PLAZA TELECOMMUNITY FOUNDATION, INC.", ,1998,47572
STIGMA AND BURNOUT IN ADDICTION COUNSELORS,NIDA,7262403,5R01DA017868-03,5,R01,DA,17868,3,,,1960516,"HAYES, STEVEN C",Not Applicable,UNIVERSITY OF NEVADA RENO, ,2007,439712
STIGMA AND BURNOUT IN ADDICTION COUNSELORS,NIDA,7100954,5R01DA017868-02,5,R01,DA,17868,2,,,1960516,"HAYES, STEVEN C",Not Applicable,UNIVERSITY OF NEVADA RENO, ,2006,601989
STIGMA AND BURNOUT IN ADDICTION COUNSELORS,NIDA,6872553,1R01DA017868-01A1,1,R01,DA,17868,1,A1,,1960516,"HAYES, STEVEN C",Not Applicable,UNIVERSITY OF NEVADA RENO, ,2005,453426
DRUG RESISTANCE STRATEGIES MINORITY PROJECT,NIDA,7227227,5R01DA005629-13,5,R01,DA,5629,13,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2007,732561
DRUG RESISTANCE STRATEGIES MINORITY PROJECT,NIDA,7049403,5R01DA005629-12,5,R01,DA,5629,12,,,1864787,"HECHT, MICHAEL L",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2006,859067
