---------------------------------------------------------------------------------- Search Criteria:  Text Search: multiethnic (and);Search in: Projects 		AdminIC: All; Fiscal Year: All Fiscal Years ---------------------------------------------------------------------------------- Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects),
"EARLY LIFE DETERMINANTS OF ACCELERATED PUBERTAL DEVELOPMENT IN ADOLESCENT GIRLS",NCI,"8727491",5K07CA166143-02,5,K07,CA,166143,02,,,"9071747","KUBO, AI ",Not Applicable,"KAISER FOUNDATION RESEARCH INSTITUTE", ,2014,196992,
"EARLY LIFE DETERMINANTS OF ACCELERATED PUBERTAL DEVELOPMENT IN ADOLESCENT GIRLS",NCI,"8443286",1K07CA166143-01A1,1,K07,CA,166143,01,A1,,"9071747","KUBO, AI ",Not Applicable,"KAISER FOUNDATION RESEARCH INSTITUTE", ,2013,196992,
"A PRELIMINARY MODEL OF PHYSICAL PAIN AMONG COMMUNITY-DWELLING MULTIETHNIC OLDER W",NIGMS,"8794616",2SC3GM094075-05A1,2,SC3,GM,094075,05,A1,,"2099407","LAGANA, LUCIANA ",Not Applicable,"CALIFORNIA STATE UNIVERSITY NORTHRIDGE", ,2015,108750,
"TRAUMA; PTSD SYMPTOMATOLOGY; AND HEALTH AMONG MULTIETHNIC OLDER WOMEN",NIGMS,"8500374",5SC3GM094075-04,5,SC3,GM,094075,04,,,"2099407","LAGANA, LUCIANA ",Not Applicable,"CALIFORNIA STATE UNIVERSITY NORTHRIDGE", ,2013,103895,
"TRAUMA; PTSD SYMPTOMATOLOGY; AND HEALTH AMONG MULTIETHNIC OLDER WOMEN",NIGMS,"8274626",5SC3GM094075-03,5,SC3,GM,094075,03,,,"2099407","LAGANA, LUCIANA ",Not Applicable,"CALIFORNIA STATE UNIVERSITY NORTHRIDGE", ,2012,107663,
"TRAUMA; PTSD SYMPTOMATOLOGY; AND HEALTH AMONG MULTIETHNIC OLDER WOMEN",NIGMS,"8100525",5SC3GM094075-02,5,SC3,GM,094075,02,,,"2099407","LAGANA, LUCIANA ",Not Applicable,"CALIFORNIA STATE UNIVERSITY NORTHRIDGE", ,2011,107663,
"TRAUMA; PTSD SYMPTOMATOLOGY; AND HEALTH AMONG MULTIETHNIC OLDER WOMEN",NIGMS,"7940790",1SC3GM094075-01,1,SC3,GM,094075,01,,,"2099407","LAGANA, LUCIANA ",Not Applicable,"CALIFORNIA STATE UNIVERSITY NORTHRIDGE", ,2010,108750,
"COLORECTAL CANCER SCREENING IN COUNTY HEALTH CENTERS",NCI,"6795342",5R21CA100614-02,5,R21,CA,100614,02,,,"1890869","LANE, DOROTHY S",Not Applicable,"STATE UNIVERSITY NEW YORK STONY BROOK", ,2004,157501,
"COLORECTAL CANCER SCREENING IN COUNTY HEALTH CENTERS",NCI,"6718029",1R21CA100614-01A1,1,R21,CA,100614,01,A1,,"1890869","LANE, DOROTHY S",Not Applicable,"STATE UNIVERSITY NEW YORK STONY BROOK", ,2003,188125,
"DATA ANALYSIS",NIAID,"8514485",5P01AI083194-05,5,P01,AI,083194,05,,6744,"2197690","LANGEFELD, CARL D",Not Applicable,"OKLAHOMA MEDICAL RESEARCH FOUNDATION", ,2013,,245317
"DATA ANALYSIS",NIAID,"8380587",5P01AI083194-04,5,P01,AI,083194,04,,6744,"2197690","LANGEFELD, CARL D",Not Applicable,"OKLAHOMA MEDICAL RESEARCH FOUNDATION", ,2012,,268322
"DATA ANALYSIS",NIAID,"8311077",5P01AI083194-03,5,P01,AI,083194,03,,6744,"2197690","LANGEFELD, CARL D",Not Applicable,"OKLAHOMA MEDICAL RESEARCH FOUNDATION", ,2011,,264733
"DATA ANALYSIS",NIAID,"8133961",5P01AI083194-02,5,P01,AI,083194,02,,6744,"2197690","LANGEFELD, CARL D",Not Applicable,"OKLAHOMA MEDICAL RESEARCH FOUNDATION", ,2010,,278059
"DATA ANALYSIS",NIAID,"7774755",1P01AI083194-01,1,P01,AI,083194,01,,6744,"2197690","LANGEFELD, CARL D",Not Applicable,"OKLAHOMA MEDICAL RESEARCH FOUNDATION", ,2009,,305335
"CORE--GENOTYPING",NCI,"7680242",5P30CA071789-12,5,P30,CA,071789,12,,9014,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2008,,85474
"CORE--GENOTYPING",NCI,"7454462",5P30CA071789-11,5,P30,CA,071789,11,,9014,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2007,,80682
"CORE--GENOTYPING",NCI,"7311067",5P30CA071789-10,5,P30,CA,071789,10,,9014,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2006,,32994
"CORE--GENOTYPING",NCI,"7110846",2P30CA071789-09,2,P30,CA,071789,09,,9014,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2005,,32035
"THE COLON CANCER FAMILY REGISTRY: HAWAII",NCI,"8135332",5U24CA074806-13,5,U24,CA,074806,13,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2011,425502,
"THE COLON CANCER FAMILY REGISTRY: HAWAII",NCI,"7920784",5U24CA074806-12,5,U24,CA,074806,12,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2010,438845,
"THE COLON CANCER FAMILY REGISTRY: HAWAII",NCI,"8067548",3U24CA074806-11S1,3,U24,CA,074806,11,S1,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2010,20644,
"THE COLON CANCER FAMILY REGISTRY: HAWAII",NCI,"7692932",5U24CA074806-11,5,U24,CA,074806,11,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2009,447582,
"THE COLON CANCER FAMILY REGISTRY: HAWAII",NCI,"7827510",3U24CA074806-10S1,3,U24,CA,074806,10,S1,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2009,9324,
"THE COLON CANCER FAMILY REGISTRY: HAWAII",NCI,"7555838",2U24CA074806-10,2,U24,CA,074806,10,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2008,408946,
"HAWAII COLORECTAL CANCER FAMILY REGISTRY",NCI,"7490773",3U01CA074806-09S1,3,U01,CA,074806,09,S1,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2007,724535,
"GENES; DIET AND CARCINOGEN ACTIVATION IN SMOKERS",NCI,"6805924",5R01CA085997-05,5,R01,CA,085997,05,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2004,741454,
"GENES; DIET AND CARCINOGEN ACTIVATION IN SMOKERS",NCI,"6666638",5R01CA085997-04,5,R01,CA,085997,04,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2003,766938,
"GENES; DIET AND CARCINOGEN ACTIVATION IN SMOKERS",NCI,"6522596",5R01CA085997-03,5,R01,CA,085997,03,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2002,710495,
"GENES; DIET AND CARCINOGEN ACTIVATION IN SMOKERS",NCI,"6377836",5R01CA085997-02,5,R01,CA,085997,02,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2001,696398,
"GENES; DIET AND CARCINOGEN ACTIVATION IN SMOKERS",NCI,"6094116",1R01CA085997-01,1,R01,CA,085997,01,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2000,681502,
"WHOLE GENOME SCAN FOR MODIFIER GENES IN COLORECTAL CANCER",NCI,"8323966",5R01CA126895-05,5,R01,CA,126895,05,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2012,1,
"WHOLE GENOME SCAN FOR MODIFIER GENES IN COLORECTAL CANCER",NCI,"8142816",5R01CA126895-04,5,R01,CA,126895,04,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2011,1853251,
"WHOLE GENOME SCAN FOR MODIFIER GENES IN COLORECTAL CANCER",NCI,"7893638",5R01CA126895-03,5,R01,CA,126895,03,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2010,1944822,
"WHOLE GENOME SCAN FOR MODIFIER GENES IN COLORECTAL CANCER",NCI,"7926367",3R01CA126895-02S1,3,R01,CA,126895,02,S1,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA",YES,2009,1802665,
"WHOLE GENOME SCAN FOR MODIFIER GENES IN COLORECTAL CANCER",NCI,"7681778",5R01CA126895-02,5,R01,CA,126895,02,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2009,1244231,
"WHOLE GENOME SCAN FOR MODIFIER GENES IN COLORECTAL CANCER",NCI,"7524958",1R01CA126895-01A2,1,R01,CA,126895,01,A2,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2008,1643478,
"INFLAMMATION AND INNATE IMMUNITY GENES AND COLORECTAL CANCER RISK",NCI,"8110526",5R01CA129063-04,5,R01,CA,129063,04,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2011,565702,
"INFLAMMATION AND INNATE IMMUNITY GENES AND COLORECTAL CANCER RISK",NCI,"7901449",5R01CA129063-03,5,R01,CA,129063,03,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2010,603641,
"INFLAMMATION AND INNATE IMMUNITY GENES AND COLORECTAL CANCER RISK",NCI,"7687457",5R01CA129063-02,5,R01,CA,129063,02,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2009,610875,
"INFLAMMATION AND INNATE IMMUNITY GENES AND COLORECTAL CANCER RISK",NCI,"7465776",1R01CA129063-01A1,1,R01,CA,129063,01,A1,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2008,633593,
"MULTIETHNIC GENOME SCAN OF METABOLIC PHENOTYPES",NCI,"8637000",5P01CA138338-05,5,P01,CA,138338,05,,7507,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF MINNESOTA", ,2014,,943323
"MULTIETHNIC GENOME SCAN OF METABOLIC PHENOTYPES",NCI,"8473178",5P01CA138338-04,5,P01,CA,138338,04,,7507,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF MINNESOTA", ,2013,,542011
"MULTIETHNIC GENOME SCAN OF METABOLIC PHENOTYPES",NCI,"8375623",5P01CA138338-03,5,P01,CA,138338,03,,7507,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF MINNESOTA", ,2012,,1037799
"MULTIETHNIC GENOME SCAN OF METABOLIC PHENOTYPES",NCI,"8247119",5P01CA138338-02,5,P01,CA,138338,02,,7507,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF MINNESOTA", ,2011,,670574
"MULTIETHNIC GENOME SCAN OF METABOLIC PHENOTYPES",NCI,"7786633",1P01CA138338-01A1,1,P01,CA,138338,01,A1,7507,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF MINNESOTA", ,2010,,1030073
"UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY",NCI,"8918518",5U01CA164973-04,5,U01,CA,164973,04,,,"1898900","LE MARCHAND, LOIC  ","HAIMAN, CHRISTOPHER ALAN;WILKENS, LYNNE R","UNIVERSITY OF HAWAII AT MANOA", ,2015,3879211,
"UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY",NCI,"8729302",5UM1CA164973-03,5,UM1,CA,164973,03,,,"1898900","LE MARCHAND, LOIC  ","HENDERSON, BRIAN E;WILKENS, LYNNE R","UNIVERSITY OF HAWAII AT MANOA", ,2014,3743675,
"UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY",NCI,"8535137",5UM1CA164973-02,5,UM1,CA,164973,02,,,"1898900","LE MARCHAND, LOIC  ","HENDERSON, BRIAN E;WILKENS, LYNNE R","UNIVERSITY OF HAWAII AT MANOA", ,2013,3622463,
"UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY",NCI,"8373030",1UM1CA164973-01A1,1,UM1,CA,164973,01,A1,,"1898900","LE MARCHAND, LOIC  ","HENDERSON, BRIAN E;WILKENS, LYNNE R","UNIVERSITY OF HAWAII AT MANOA", ,2012,3899100,
"OBESITY; BODY FAT DISTRIBUTION; AND CANCER RISK IN THE MULTIETHNIC COHORT",NCI,"8918529",5P01CA168530-04,5,P01,CA,168530,04,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2015,4121831,
"OBESITY; BODY FAT DISTRIBUTION; AND CANCER RISK IN THE MULTIETHNIC COHORT",NCI,"8729303",5P01CA168530-03,5,P01,CA,168530,03,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2014,5021593,
"OBESITY; BODY FAT DISTRIBUTION; AND CANCER RISK IN THE MULTIETHNIC COHORT",NCI,"8538905",5P01CA168530-02,5,P01,CA,168530,02,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2013,4422488,
"OBESITY; BODY FAT DISTRIBUTION; AND CANCER RISK IN THE MULTIETHNIC COHORT",NCI,"8340012",1P01CA168530-01,1,P01,CA,168530,01,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2012,3632670,
"EPIDEMIOLOGY OF PUTATIVE CAUSAL VARIANTS IN THE MULTIETHNIC COHORT",NHGRI,"8442997",3U01HG004802-04S1,3,U01,HG,004802,04,S1,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2012,785130,
"EPIDEMIOLOGY OF PUTATIVE CAUSAL VARIANTS IN THE MULTIETHNIC COHORT",NHGRI,"8105319",5U01HG004802-04,5,U01,HG,004802,04,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2011,1599270,
"EPIDEMIOLOGY OF PUTATIVE CAUSAL VARIANTS IN THE MULTIETHNIC COHORT",NHGRI,"7849597",5U01HG004802-03,5,U01,HG,004802,03,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2010,1688554,
"EPIDEMIOLOGY OF PUTATIVE CAUSAL VARIANTS IN THE MULTIETHNIC COHORT",NHGRI,"7913446",3U01HG004802-02S1,3,U01,HG,004802,02,S1,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA",YES,2009,1018523,
"EPIDEMIOLOGY OF PUTATIVE CAUSAL VARIANTS IN THE MULTIETHNIC COHORT",NHGRI,"7658901",5U01HG004802-02,5,U01,HG,004802,02,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2009,1654173,
"EPIDEMIOLOGY OF PUTATIVE CAUSAL VARIANTS IN THE MULTIETHNIC COHORT",NHGRI,"7533581",1U01HG004802-01,1,U01,HG,004802,01,,,"1898900","LE MARCHAND, LOIC ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2008,1636711,
"SOCIAL NETWORKS AMONG DRUG-USING ETHNIC MINORITY YOUTH",NIDA,"6507870",1R03DA015370-01,1,R03,DA,015370,01,,,"6270530","LEE, JULIET P",Not Applicable,"PACIFIC INSTITUTE FOR RES AND EVALUATION", ,2002,76162,
"NEUROCOGNITIVE FUNCTION IN CHILDHOOD-ONSET SLE (CSLE)",NIAMS,"8120449",5K23AR053202-05,5,K23,AR,053202,05,,,"8254186","LEVY, DEBORAH M",Not Applicable,"HOSPITAL FOR SICK CHLDRN (TORONTO)", ,2011,129708,
"NEUROCOGNITIVE FUNCTION IN CHILDHOOD-ONSET SLE (CSLE)",NIAMS,"7928940",5K23AR053202-04,5,K23,AR,053202,04,,,"8254186","LEVY, DEBORAH M",Not Applicable,"HOSPITAL FOR SICK CHLDRN (TORONTO)", ,2010,129708,
"NEUROCOGNITIVE FUNCTION IN CHILDHOOD-ONSET SLE (CSLE)",NIAMS,"7662542",7K23AR053202-03,7,K23,AR,053202,03,,,"8254186","LEVY, DEBORAH M",Not Applicable,"HOSPITAL FOR SICK CHLDRN (TORONTO)", ,2009,129708,
"NEUROCOGNITIVE FUNCTION IN CHILDHOOD-ONSET SLE (CSLE)",NIAMS,"7495608",5K23AR053202-02,5,K23,AR,053202,02,,,"8254186","LEVY, DEBORAH M",Not Applicable,"COLUMBIA UNIVERSITY HEALTH SCIENCES", ,2008,129708,
"NEUROCOGNITIVE FUNCTION IN CHILDHOOD-ONSET SLE (CSLE)",NIAMS,"7318785",1K23AR053202-01A2,1,K23,AR,053202,01,A2,,"8254186","LEVY, DEBORAH M",Not Applicable,"COLUMBIA UNIVERSITY HEALTH SCIENCES", ,2007,129708,
"IMPUTATION AND ANALYSIS OF RARE VARIANTS IN ADMIXED POPULATIONS",NHGRI,"8634810",5R01HG006703-03,5,R01,HG,006703,03,,,"10186643","LI, YUN ",Not Applicable,"UNIV OF NORTH CAROLINA CHAPEL HILL", ,2014,308717,
"IMPUTATION AND ANALYSIS OF RARE VARIANTS IN ADMIXED POPULATIONS",NHGRI,"8470204",5R01HG006703-02,5,R01,HG,006703,02,,,"10186643","LI, YUN ",Not Applicable,"UNIV OF NORTH CAROLINA CHAPEL HILL", ,2013,302119,
"IMPUTATION AND ANALYSIS OF RARE VARIANTS IN ADMIXED POPULATIONS",NHGRI,"8275661",1R01HG006703-01,1,R01,HG,006703,01,,,"10186643","LI, YUN ",Not Applicable,"UNIV OF NORTH CAROLINA CHAPEL HILL", ,2012,320000,
"ASSOCIATION OF NUTRITIONAL AND BIOCHEMICAL PREDICTORS OF BODY FAT AMOUNT AND DISTRIBUTION WITH CANCER RISK",NCI,"8918531",5P01CA168530-04,5,P01,CA,168530,04,,6280,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2015,,839461
"RECRUITMENT AND DATA COLLECTION",NCI,"8918535",5P01CA168530-04,5,P01,CA,168530,04,,6285,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2015,,768794
"ASSOCIATION OF NUTRITIONAL AND BIOCFIEMICAL PREDICTORS OF BODY FAT AMOUNT AND DI",NCI,"8729305",5P01CA168530-03,5,P01,CA,168530,03,,6280,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2014,,571288
"RECRUITMENT AND DATA COLLECTION",NCI,"8729309",5P01CA168530-03,5,P01,CA,168530,03,,6285,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2014,,1193459
"ASSOCIATION OF NUTRITIONAL AND BIOCFIEMICAL PREDICTORS OF BODY FAT AMOUNT AND DI",NCI,"8565872",5P01CA168530-02,5,P01,CA,168530,02,,6280,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2013,,486721
"RECRUITMENT AND DATA COLLECTION",NCI,"8565876",5P01CA168530-02,5,P01,CA,168530,02,,6285,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2013,,1234464
"ASSOCIATION OF NUTRITIONAL AND BIOCFIEMICAL PREDICTORS OF BODY FAT AMOUNT AND DI",NCI,"8374222",1P01CA168530-01,1,P01,CA,168530,01,,6280,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2012,,72418
"RECRUITMENT AND DATA COLLECTION",NCI,"8374256",1P01CA168530-01,1,P01,CA,168530,01,,6285,"9561608","LIM, UNHEE ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2012,,1474736
"BRAIN-GUT MICROBIOME-VISCERAL ADIPOSITY RELATIONSHIPS IN MULTIETHNIC ADULTS",NIDDK,"8970516",1R21DK105413-01A1,1,R21,DK,105413,01,A1,,"9561608","LIM, UNHEE  ","CHANG, LINDA ;HULLAR, MEREDITH ","UNIVERSITY OF HAWAII AT MANOA", ,2015,237470,
"GENES; ANTICARCINOGENS AND COLON NEOPLASMS",NCI,"7255056",5R01CA073403-10,5,R01,CA,073403,10,,,"1883863","LIN, HENRY J",Not Applicable,"LA BIOMED RES INST/ HARBOR UCLA MED CTR", ,2006,195300,
"GENES; ANTICARCINOGENS AND COLON NEOPLASMS",NCI,"6949543",5R01CA073403-09,5,R01,CA,073403,09,,,"1883863","LIN, HENRY J",Not Applicable,"LA BIOMED RES INST/ HARBOR UCLA MED CTR", ,2005,258589,
"GENES; ANTICARINOGENS AND COLON NEOPLASMS",NCI,"6772465",5R01CA073403-08,5,R01,CA,073403,08,,,"1883863","LIN, HENRY J",Not Applicable,"LA BIOMED RES INST/ HARBOR UCLA MED CTR", ,2004,58589,
"GENES; ANTICARINOGENS AND COLON NEOPLASMS",NCI,"6637097",5R01CA073403-07,5,R01,CA,073403,07,,,"1883863","LIN, HENRY J",Not Applicable,"LA BIOMED RES INST/ HARBOR UCLA MED CTR", ,2003,258589,
"GENES; ANTICARINOGENS AND COLON NEOPLASMS",NCI,"6522379",5R01CA073403-06,5,R01,CA,073403,06,,,"1883863","LIN, HENRY J",Not Applicable,"LA BIOMED RES INST/ HARBOR UCLA MED CTR", ,2002,258589,
"GENES; ANTICARINOGENS AND COLON NEOPLASMS",NCI,"6399950",2R01CA073403-05A2,2,R01,CA,073403,05,A2,,"1883863","LIN, HENRY J",Not Applicable,"LA BIOMED RES INST/ HARBOR UCLA MED CTR", ,2001,258589,
"LATINA MOTHERS' FEEDING PRACTICES AND CHILD OBESITY",NCI,"6899339",5R03CA108347-02,5,R03,CA,108347,02,,,"7803932","LINDSAY, ANA CRISTINA",Not Applicable,"HARVARD UNIVERSITY (SCH OF PUBLIC HLTH)", ,2005,82000,
"LATINA MOTHERS' FEEDING PRACTICES AND CHILD OBESITY",NCI,"6795273",1R03CA108347-01,1,R03,CA,108347,01,,,"7803932","LINDSAY, ANA CRISTINA",Not Applicable,"HARVARD UNIVERSITY (SCH OF PUBLIC HLTH)", ,2004,81979,
"HARVARD OLDER AMERICANS INDEPENDENCE CENTER",NIA,"7290049",3P60AG008812-15S2,3,P60,AG,008812,15,S2,,"1878112","LIPSITZ, LEWIS ",Not Applicable,"BETH ISRAEL DEACONESS MEDICAL CENTER", ,2006,382875,
"HARVARD OLDER AMERICANS INDEPENDENCE CENTER",NIA,"7086562",3P60AG008812-15S1,3,P60,AG,008812,15,S1,,"1878112","LIPSITZ, LEWIS ",Not Applicable,"BETH ISRAEL DEACONESS MEDICAL CENTER", ,2005,142936,
"HARVARD OLDER AMERICANS INDEPENDENCE CENTER",NIA,"6898815",7P60AG008812-15,7,P60,AG,008812,15,,,"1878112","LIPSITZ, LEWIS ",Not Applicable,"BETH ISRAEL DEACONESS MEDICAL CENTER", ,2005,1302131,
"HARVARD OLDER AMERICANS INDEPENDENCE CENTER",NIA,"6789431",5P60AG008812-14,5,P60,AG,008812,14,,,"1878112","LIPSITZ, LEWIS ",Not Applicable,"HARVARD UNIVERSITY (MEDICAL SCHOOL)", ,2004,1278985,
"HARVARD OLDER AMERICANS INDEPENDENCE CENTER",NIA,"6651007",5P60AG008812-13,5,P60,AG,008812,13,,,"1878112","LIPSITZ, LEWIS ",Not Applicable,"HARVARD UNIVERSITY (MEDICAL SCHOOL)", ,2003,1548655,
"HARVARD OLDER AMERICANS INDEPENDENCE CENTER",NIA,"6509542",5P60AG008812-12,5,P60,AG,008812,12,,,"1878112","LIPSITZ, LEWIS ",Not Applicable,"HARVARD UNIVERSITY (MEDICAL SCHOOL)", ,2002,670302,
"HARVARD OLDER AMERICANS INDEPENDENCE CENTER",NIA,"6345673",2P60AG008812-11A1,2,P60,AG,008812,11,A1,,"1878112","LIPSITZ, LEWIS ",Not Applicable,"HARVARD UNIVERSITY (MEDICAL SCHOOL)", ,2001,1564391,
"HEALTH OUTCOMES OF TAI CHI IN SUBSIDIZED SENIOR HOUSING",NIA,"8814081",2R01AG025037-09A1,2,R01,AG,025037,09,A1,,"1878112","LIPSITZ, LEWIS  ","WAYNE, PETER MICHAEL","HEBREW REHABILITATION CENTER FOR AGED", ,2015,693119,
"TOWARD PERSONALIZED DIABETES CARE: UNDERSTANDING HYPOGLYCEMIA IN OLDER ADULTS",NIA,"8719906",5R03AG045086-02,5,R03,AG,045086,02,,,"9645093","LIPSKA, KASIA JOANNA",Not Applicable,"YALE UNIVERSITY", ,2014,83250,
"TOWARD PERSONALIZED DIABETES CARE: UNDERSTANDING HYPOGLYCEMIA IN OLDER ADULTS",NIA,"8555728",1R03AG045086-01,1,R03,AG,045086,01,,,"9645093","LIPSKA, KASIA JOANNA",Not Applicable,"YALE UNIVERSITY", ,2013,83250,
"NEIGHBORHOODS AND CARDIOVASCULAR RISK IN A MULTIETHNIC COHORT",NHLBI,"8471156",5R01HL071759-09,5,R01,HL,071759,09,,,"7894600","LISABETH, LYNDA D ","DIEZ-ROUX, ANA V.","UNIVERSITY OF MICHIGAN", ,2013,592445,
"CHARACTERIZING THE GENETIC ARCHITECTURE OF CHILDHOOD ONSET CELIAC DISEASE USING N",NIDDK,"7942845",5R21DK084568-02,5,R21,DK,084568,02,,,"6922073","LIU, EDWIN ",Not Applicable,"UNIVERSITY OF COLORADO DENVER", ,2010,382500,
"CHARACTERIZING THE GENETIC ARCHITECTURE OF CHILDHOOD ONSET CELIAC DISEASE USING N",NIDDK,"7743153",1R21DK084568-01,1,R21,DK,084568,01,,,"6922073","LIU, EDWIN ",Not Applicable,"UNIVERSITY OF COLORADO DENVER", ,2009,383438,
"SUBCLINICAL CARDIOVASCULAR DISEASE STUDY-FIELD CENTER",NHLBI,"6399970",N01HC095164-3-0-0,,N01,HL,,,,,"2073908","LIU, KIANG JOHN",Not Applicable,"NORTHWESTERN UNIVERSITY AT CHICAGO", ,2001,,,,,
"PREGNANCY OUTCOMES IN POLYCYSTIC OVARY SYNDROME",NICHD,"7650015",5R01HD052966-03,5,R01,HD,052966,03,,,"6776804","LO, JOAN C",Not Applicable,"KAISER FOUNDATION RESEARCH INSTITUTE", ,2009,531411,
"PREGNANCY OUTCOMES IN POLYCYSTIC OVARY SYNDROME",NICHD,"7430262",5R01HD052966-02,5,R01,HD,052966,02,,,"6776804","LO, JOAN C",Not Applicable,"KAISER FOUNDATION RESEARCH INSTITUTE", ,2008,496140,
