ATTENTION BIAS AS AN ETIOLOGIC FACTOR IN PRIMARY AND SECONDARY INSOMNIA,NIMH,7371821,1R01MH077900-01A2,1,R01,MH,77900,1,A2,,1901472,"PERLIS, MICHAEL LLOYD",Not Applicable,UNIVERSITY OF ROCHESTER, ,2008,288065
IDENTITY DEVELOPMENT IN ADOLESCENTS FROM FOUR ETHNIC GROUPS,NIGMS,3734251,5S06GM008101-24,5,S06,GM,8101,24,,41,3298262,"PHINNEY, JEAN S",Not Applicable,CALIFORNIA STATE UNIVERSITY LOS ANGELES, ,1995,
IDENTITY DEVELOPMENT IN ADOLESCENTS FROM FOUR ETHNIC GROUPS,NIGMS,3755837,5S06GM008101-23,5,S06,GM,8101,23,,41,3298262,"PHINNEY, JEAN S",Not Applicable,CALIFORNIA STATE UNIVERSITY LOS ANGELES, ,1994,
IDENTITY DEVELOPMENT IN ADOLESCENTS FROM FOUR ETHNIC GROUPS,NIGMS,3777851,5S06GM008101-22,5,S06,GM,8101,22,,41,3298262,"PHINNEY, JEAN S",Not Applicable,CALIFORNIA STATE UNIVERSITY LOS ANGELES, ,1993,,
IDENTITY DEVELOPMENT IN ADOLESCENTS FROM FOUR ETHNIC GROUPS,NIGMS,3841494,2S06GM008101-21,2,S06,GM,8101,21,,41,3298262,"PHINNEY, JEAN S",Not Applicable,CALIFORNIA STATE UNIVERSITY LOS ANGELES, ,1992,,
SCHOOL-BASED PREVENTION FOR CHILDHOOD ANXIETY,NIMH,8623148,5K01MH086687-05,5,K01,MH,86687,5,,,7808060,"PINA, ARMANDO A",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2014,178899,
SCHOOL-BASED PREVENTION FOR CHILDHOOD ANXIETY,NIMH,8429518,5K01MH086687-04,5,K01,MH,86687,4,,,7808060,"PINA, ARMANDO A",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2013,178902,
SCHOOL-BASED PREVENTION FOR CHILDHOOD ANXIETY,NIMH,8225352,5K01MH086687-03,5,K01,MH,86687,3,,,7808060,"PINA, ARMANDO A",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2012,178899,
SCHOOL-BASED PREVENTION FOR CHILDHOOD ANXIETY,NIMH,8080290,5K01MH086687-02,5,K01,MH,86687,2,,,7808060,"PINA, ARMANDO A",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2011,178898,
SCHOOL-BASED PREVENTION FOR CHILDHOOD ANXIETY,NIMH,7893471,1K01MH086687-01A1,1,K01,MH,86687,1,A1,,7808060,"PINA, ARMANDO A",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS, ,2010,178170,
OUTCOMES MEASUREMENT & SURVEY CORE FACILITY,NCI,8918437,5P30CA060553-21,5,P30,CA,60553,21,,7345,1861908,"PLATANIAS, LEONIDAS C.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2015,,67168
OUTCOMES MEASUREMENT & SURVEY CORE FACILITY,NCI,8761074,5P30CA060553-20,5,P30,CA,60553,20,,7345,1861908,"PLATANIAS, LEONIDAS C.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2014,,63684
DEVELOPMENTAL CORE,NCI,8138371,5U56CA118809-05,5,U56,CA,118809,5,,9002,1858131,"PLEDGER, WARREN JACKSON",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2010,,316205
DEVELOPMENTAL CORE,NCI,7930656,5U56CA118809-04,5,U56,CA,118809,4,,9002,1858131,"PLEDGER, WARREN JACKSON",Not Applicable,H. LEE MOFFITT CANCER CTR & RES INST, ,2009,,314321
3/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,7795799,5R01MH081130-03,5,R01,MH,81130,3,,,1858753,"POLLACK, MARK H",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2010,238950,
3/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,7464221,1R01MH081130-01A1,1,R01,MH,81130,1,A1,,1858753,"POLLACK, MARK H",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2008,276413,
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,9006153,3R01CA106370-09S2,3,R01,CA,106370,9,S2,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2015,14942,
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8792443,3R01CA106370-09S1,3,R01,CA,106370,9,S1,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2014,15948,
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8606419,7R01CA106370-09,7,R01,CA,106370,9,,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2014,474946,
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8606319,3R01CA106370-08S1,3,R01,CA,106370,8,S1,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2013,38059
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8433441,5R01CA106370-08,5,R01,CA,106370,8,,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2013,414613
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8396609,3R01CA106370-07S1,3,R01,CA,106370,7,S1,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2012,40488
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8209215,5R01CA106370-07,5,R01,CA,106370,7,,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2012,444767
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8211543,3R01CA106370-06S1,3,R01,CA,106370,6,S1,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2011,40488
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8047998,5R01CA106370-06,5,R01,CA,106370,6,,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2011,447803
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,8135136,3R01CA106370-05A1S1,3,R01,CA,106370,5,A1S1,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2010,31740
BLACK-WHITE DIFFERENCES IN ADVANCED CANCER COMMUNICATION; ACCEPTANCE; AND CARE,NCI,7789773,2R01CA106370-05A1,2,R01,CA,106370,5,A1,,1882697,"PRIGERSON, HOLLY GWEN",Not Applicable,DANA-FARBER CANCER INST, ,2010,465816
ASU-MINORITY HEALTH INTERNATIONAL RESEARCH TRAINING (MHIRT),NCMHD,7458860,5T37MD001532-08,5,T37,MD,1532,8,,,6460220,"RAJANNA, BETTAIYA ",Not Applicable,ALCORN STATE UNIVERSITY, ,2008,242498
ENGAGING LATINO FAMILIES IN EATING DISORDERS TREATMENT,NIMH,8640970,5K23MH087954-05,5,K23,MH,87954,5,,,9622892,"REYES-RODRIGUEZ, MAE LYNN ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2014,152214
ENGAGING LATINO FAMILIES IN EATING DISORDERS TREATMENT,NIMH,8442330,5K23MH087954-04,5,K23,MH,87954,4,,,9622892,"REYES-RODRIGUEZ, MAE LYNN ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,145264
ENGAGING LATINO FAMILIES IN EATING DISORDERS TREATMENT,NIMH,8267712,5K23MH087954-03,5,K23,MH,87954,3,,,9622892,"REYES-RODRIGUEZ, MAE LYNN ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2012,146223
ENGAGING LATINO FAMILIES IN EATING DISORDERS TREATMENT,NIMH,8098107,5K23MH087954-02,5,K23,MH,87954,2,,,9622892,"REYES-RODRIGUEZ, MAE LYNN ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2011,153349
ENGAGING LATINO FAMILIES IN EATING DISORDERS TREATMENT,NIMH,7989626,1K23MH087954-01A1,1,K23,MH,87954,1,A1,,9622892,"REYES-RODRIGUEZ, MAE LYNN ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2010,149986
MARC HONORS UNDERGRADUATE TRAINING U*STAR PROGRAM,NIGMS,7239546,5T34GM007668-27,5,T34,GM,7668,27,,,1861695,"ROBINSON, ELWOOD L",Not Applicable,NORTH CAROLINA CENTRAL UNIVERSITY, ,2007,389685
NORTH SAN DIEGO COUNTY BRIDGES TO THE FUTURE PROGRAM AT*,NIGMS,6781759,5R25GM066341-03,5,R25,GM,66341,3,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2004,216000
NORTH SAN DIEGO COUNTY BRIDGES TO THE FUTURE PROGRAM AT*,NIGMS,6642201,5R25GM066341-02,5,R25,GM,66341,2,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2003,216000,
NORTH SAN DIEGO COUNTY BRIDGES TO THE FUTURE PROGRAM AT*,NIGMS,6545733,1R25GM066341-01,1,R25,GM,66341,1,,,6607262,"ROCHA, VICTOR NMN",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2002,204681,
2011 CHRONOBIOLOGY GORDON RESEARCH CONFERENCE,NIA,8118328,1R13AG039889-01,1,R13,AG,39889,1,,,1880335,"ROSBASH, MICHAEL ",Not Applicable,GORDON RESEARCH CONFERENCES, ,2011,50000,
OUTCOMES MEASUREMENT & SURVEY CORE FACILITY,NCI,8588651,2P30CA060553-19,2,P30,CA,60553,19,,7345,1873920,"ROSEN, STEVEN TERRY",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2013,,65078
DISPARATE METASTATIC BREAST CANCER SYMPTOM SEVERITY AND MANAGEMENT BARRIERS,NCI,7287350,5K07CA100588-05,5,K07,CA,100588,5,,,6064314,"ROSENZWEIG, MARGARET Q",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2007,135513,
GENETIC EPIDEMIOLOGY OF COMPLEX DISEASES,NHGRI,8948381,1ZIAHG200362-07,1,ZIA,HG,200362,7,,,9694213,"ROTIMI, CHARLES ",Not Applicable,NATIONAL HUMAN GENOME RESEARCH INSTITUTE, ,2014,2655116,
GENETIC EPIDEMIOLOGY OF COMPLEX DISEASES,NHGRI,8750697,1ZIAHG200362-06,1,ZIA,HG,200362,6,,,9694213,"ROTIMI, CHARLES ",Not Applicable,NATIONAL HUMAN GENOME RESEARCH INSTITUTE, ,2013,2631783,
2013 BIOMATERIALS AND TISSUE ENGINEERING GORDON RESEARCH CONFERENCE & GORDON RESE,NIBIB,8524564,1R13EB017008-01,1,R13,EB,17008,1,,,8176948,"SAKIYAMA-ELBERT, SHELLY ELESE",Not Applicable,GORDON RESEARCH CONFERENCES, ,2013,18000,
OHIO STATE UNIVERSITY DISCOVERY PREP FOR BIOMEDICAL RESEARCH,NIGMS,8449635,5R25GM089571-04,5,R25,GM,89571,4,,,1877873,"SANDERS, VIRGINIA M",Not Applicable,OHIO STATE UNIVERSITY, ,2013,237190,
OHIO STATE UNIVERSITY DISCOVERY PREP FOR BIOMEDICAL RESEARCH,NIGMS,8230591,5R25GM089571-03,5,R25,GM,89571,3,,,1877873,"SANDERS, VIRGINIA M",Not Applicable,OHIO STATE UNIVERSITY, ,2012,95793,
OHIO STATE UNIVERSITY DISCOVERY PREP FOR BIOMEDICAL RESEARCH,NIGMS,8036978,5R25GM089571-02,5,R25,GM,89571,2,,,1877873,"SANDERS, VIRGINIA M",Not Applicable,OHIO STATE UNIVERSITY, ,2011,245793,
OHIO STATE UNIVERSITY DISCOVERY PREP FOR BIOMEDICAL RESEARCH,NIGMS,7761119,1R25GM089571-01,1,R25,GM,89571,1,,,1877873,"SANDERS, VIRGINIA M",Not Applicable,OHIO STATE UNIVERSITY, ,2010,243453,
BIRCWH: TRAINING IN HEALTH DISPARITIES RESEARCH IN DIVERSE POPULATIONS OF WOMEN,NICHD,8134387,5K12HD055894-05,5,K12,HD,55894,5,,,1987519,"SARTO, GLORIA ELIZABETH",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2011,500001,
BIRCWH: TRAINING IN HEALTH DISPARITIES RESEARCH IN DIVERSE POPULATIONS OF WOMEN,NICHD,7929000,5K12HD055894-04,5,K12,HD,55894,4,,,1987519,"SARTO, GLORIA ELIZABETH",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2010,500000,
BIRCWH: TRAINING IN HEALTH DISPARITIES RESEARCH IN DIVERSE POPULATIONS OF WOMEN,NICHD,7693734,5K12HD055894-03,5,K12,HD,55894,3,,,1987519,"SARTO, GLORIA ELIZABETH",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2009,500000,
BIRCWH: TRAINING IN HEALTH DISPARITIES RESEARCH IN DIVERSE POPULATIONS OF WOMEN,NICHD,7499583,5K12HD055894-02,5,K12,HD,55894,2,,,1987519,"SARTO, GLORIA ELIZABETH",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2008,500000,
BIRCWH: TRAINING IN HEALTH DISPARITIES RESEARCH IN DIVERSE POPULATIONS OF WOMEN,NICHD,7288440,1K12HD055894-01,1,K12,HD,55894,1,,,1987519,"SARTO, GLORIA ELIZABETH",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2007,500000
INTEGRATING SOCIAL AND BEHAVIORAL SCIENCES INTO UNDERGRADUATE MEDICAL EDUCATION,NCCAM,8124409,3K07AT003131-05S1,3,K07,AT,3131,5,S1,,7745749,"SATTERFIELD, JASON M",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2010,79876
INTEGRATING SOCIAL AND BEHAVIORAL SCIENCES INTO UNDERGRADUATE MEDICAL EDUCATION,NCCAM,7679366,5K07AT003131-05,5,K07,AT,3131,5,,,7745749,"SATTERFIELD, JASON M",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2009,351000
2015 CHRONOBIOLOGY GORDON RESEARCH CONFERENCE & GORDON RESEARCH SEMINAR,NINDS,8963732,1R13NS093566-01,1,R13,NS,93566,1,,,1893155,"SEHGAL, AMITA ",Not Applicable,GORDON RESEARCH CONFERENCES, ,2015,23000
YOUNG SCIENTISTS AND AMBITIOUS TEACHERS IMPROVING HEALTH IN AN URBAN ECOSYSTEM,OD,8900489,1R25OD020213-01,1,R25,OD,20213,1,,,12316323,"SEILER, GALE  ","BARTHOLOMAY, LYRIC COLLEEN;BRUNA, KATHERINE RICHARDSON",IOWA STATE UNIVERSITY, ,2015,224455
MAXIMIZING STUDENT DIVERSITY IN THE BIOMEDICAL SCIENCES AT WASHINGTON UNIVERSITY,NIGMS,8841763,5R25GM103757-03,5,R25,GM,103757,3,,,9743896,"SHADDING, CHERILYNN R ","SKEATH, JAMES BENJAMIN",WASHINGTON UNIVERSITY, ,2015,393973
MAXIMIZING STUDENT DIVERSITY IN THE BIOMEDICAL SCIENCES AT WASHINGTON UNIVERSITY,NIGMS,8669017,5R25GM103757-02,5,R25,GM,103757,2,,,9743896,"SHADDING, CHERILYNN R ","SKEATH, JAMES BENJAMIN",WASHINGTON UNIVERSITY, ,2014,393973
MAXIMIZING STUDENT DIVERSITY IN THE BIOMEDICAL SCIENCES AT WASHINGTON UNIVERSITY,NIGMS,8414494,1R25GM103757-01,1,R25,GM,103757,1,,,9743896,"SHADDING, CHERILYNN R ","SKEATH, JAMES BENJAMIN",WASHINGTON UNIVERSITY, ,2013,230467
MICHIGAN INSTITUTE FOR CLINICAL AND HEALTH RESEARCH (MCHR),NCATS,8677992,5KL2TR000434-08,5,KL2,TR,434,8,,,2049060,"SHANLEY, THOMAS P.",Not Applicable,UNIVERSITY OF MICHIGAN, ,2014,401375
MICHIGAN INSTITUTE FOR CLINICAL AND HEALTH RESEARCH (MCHR),NCATS,8499467,5KL2TR000434-07,5,KL2,TR,434,7,,,2049060,"SHANLEY, THOMAS P.",Not Applicable,UNIVERSITY OF MICHIGAN, ,2013,401375
MICHIGAN INSTITUTE FOR CLINICAL AND HEALTH RESEARCH (MCHR),NCATS,8467380,2KL2TR000434-06,2,KL2,TR,434,6,,,2049060,"SHANLEY, THOMAS P.",Not Applicable,UNIVERSITY OF MICHIGAN, ,2012,401375
DISCRIMINATION; PARENTING; & RESILIENCE IN BLACK YOUTH,NIMH,7862373,7R21MH083986-02,7,R21,MH,83986,2,,,1875156,"SMITH BYNUM, MIA A",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2010,174275
DISCRIMINATION; PARENTING; & RESILIENCE IN BLACK YOUTH,NIMH,7660202,1R21MH083986-01A1,1,R21,MH,83986,1,A1,,1875156,"SMITH BYNUM, MIA A",Not Applicable,PURDUE UNIVERSITY, ,2009,183828
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,8080598,3U10DA013732-10S5,3,U10,DA,13732,10,S5,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2010,8130
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,8064119,3U10DA013732-10S4,3,U10,DA,13732,10,S4,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2010,1042958
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7929727,3U10DA013732-10S3,3,U10,DA,13732,10,S3,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2009,1000000
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7929726,3U10DA013732-10S2,3,U10,DA,13732,10,S2,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2009,164294
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7924973,3U10DA013732-10S1,3,U10,DA,13732,10,S1,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2009,87160
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7681724,5U10DA013732-10,5,U10,DA,13732,10,,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2009,1386898
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7919874,3U10DA013732-09S2,3,U10,DA,13732,9,S2,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2009,846441
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7684305,3U10DA013732-09S1,3,U10,DA,13732,9,S1,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2008,1250000
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7496063,5U10DA013732-09,5,U10,DA,13732,9,,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2008,1250000
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7649033,3U10DA013732-08S2,3,U10,DA,13732,8,S2,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2008,1873233
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7498313,3U10DA013732-08S1,3,U10,DA,13732,8,S1,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2007,950000
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7283111,5U10DA013732-08,5,U10,DA,13732,8,,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2007,1250000
CLINICAL TRIALS NETWORK; OHIO VALLEY NODE,NIDA,7414664,3U10DA013732-07S1,3,U10,DA,13732,7,S1,,3144041,"SOMOZA, EUGENE C.",Not Applicable,UNIVERSITY OF CINCINNATI, ,2007,2634865
SOUTHWEST ONCOLOGY GROUP,NCI,7382539,5U10CA046282-21,5,U10,CA,46282,21,,,2063023,"STIFF, PATRICK J",Not Applicable,LOYOLA UNIVERSITY CHICAGO, ,2008,382959
SOUTHWEST ONCOLOGY GROUP,NCI,7487252,3U10CA046282-20S1,3,U10,CA,46282,20,S1,,2063023,"STIFF, PATRICK J",Not Applicable,LOYOLA UNIVERSITY CHICAGO, ,2007,43000
SOUTHWEST ONCOLOGY GROUP,NCI,7232368,5U10CA046282-20,5,U10,CA,46282,20,,,2063023,"STIFF, PATRICK J",Not Applicable,LOYOLA UNIVERSITY CHICAGO, ,2007,425510
INTERACTIVE PROGRAM FOR TEACHER DIVERSITY TRAINING,NICHD,7110105,1R43HD051095-01A1,1,R43,HD,51095,1,A1,,6910422,"SWARTZ, LYNNE HG",Not Applicable,"OREGON CENTER FOR APPLIED SCIENCE, INC.", ,2006,160252
MIAMI CLINICAL AND TRANSLATIONAL SCIENCE INSTITUTE,NCATS,8867316,5KL2TR000461-04,5,KL2,TR,461,4,,,1859570,"SZAPOCZNIK, JOSE ",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2015,582708
MIAMI CLINICAL AND TRANSLATIONAL SCIENCE INSTITUTE,NCATS,8672707,5KL2TR000461-03,5,KL2,TR,461,3,,,1859570,"SZAPOCZNIK, JOSE ",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2014,597153
MIAMI CLINICAL AND TRANSLATIONAL SCIENCE INSTITUTE,NCATS,8499482,5KL2TR000461-02,5,KL2,TR,461,2,,,1859570,"SZAPOCZNIK, JOSE ",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2013,350942,
MIAMI CLINICAL AND TRANSLATIONAL SCIENCE INSTITUTE,NCATS,8467151,1KL2TR000461-01A1,1,KL2,TR,461,1,A1,,1859570,"SZAPOCZNIK, JOSE ",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2012,175471,
MARC/BIOMEDICAL RESEARCH AND TRAINING PROGRAM AT THE UNIVERSITY OF ARIZONA,NIGMS,7432567,5T34GM008718-10,5,T34,GM,8718,10,,,2067993,"TISCHLER, MARC E",Not Applicable,UNIVERSITY OF ARIZONA, ,2008,300749,
MARC/BIOMEDICAL RESEARCH AND TRAINING PROGRAM AT THE UNIVERSITY OF ARIZONA,NIGMS,7227979,2T34GM008718-09,2,T34,GM,8718,9,,,2067993,"TISCHLER, MARC E",Not Applicable,UNIVERSITY OF ARIZONA, ,2007,400086,
2/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,8266037,5R01MH081132-05,5,R01,MH,81132,5,,,6402172,"TOLIN, DAVID F",Not Applicable,HARTFORD HOSPITAL, ,2012,235095,
2/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,8051530,5R01MH081132-04,5,R01,MH,81132,4,,,6402172,"TOLIN, DAVID F",Not Applicable,HARTFORD HOSPITAL, ,2011,206203,
2/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,7795804,5R01MH081132-03,5,R01,MH,81132,3,,,6402172,"TOLIN, DAVID F",Not Applicable,HARTFORD HOSPITAL, ,2010,245017,
2/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,7463052,1R01MH081132-01A1,1,R01,MH,81132,1,A1,,6402172,"TOLIN, DAVID F",Not Applicable,HARTFORD HOSPITAL, ,2008,244167,
DEVELOPMENTAL CORE,NCI,8131134,5U56CA126379-05,5,U56,CA,126379,5,,9003,1866727,"TORRES-RUIZ, JOSE A.",Not Applicable,PONCE SCHOOL OF MEDICINE, ,2010,,310117
DEVELOPMENTAL CORE,NCI,7901639,5U56CA126379-04,5,U56,CA,126379,4,,9003,1866727,"TORRES-RUIZ, JOSE A.",Not Applicable,PONCE SCHOOL OF MEDICINE, ,2009,,308955
CONTRIBUTIONS TO RACIAL BIAS IN MEDICAL STUDENT JUDGEMENT AND DECISION-MAKING,NHLBI,8598492,7R01HL085631-05,7,R01,HL,85631,5,,,1908377,"VAN RYN, MICHELLE ",Not Applicable,MAYO CLINIC ROCHESTER, ,2014,684765,
CONTRIBUTIONS TO RACIAL BIAS IN MEDICAL STUDENT JUDGEMENT AND DECISION-MAKING,NHLBI,8432468,5R01HL085631-04,5,R01,HL,85631,4,,,1908377,"VAN RYN, MICHELLE ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2013,821876,
CONTRIBUTIONS TO RACIAL BIAS IN MEDICAL STUDENT JUDGEMENT AND DECISION-MAKING,NHLBI,8320038,3R01HL085631-02S2,3,R01,HL,85631,2,S2,,1908377,"VAN RYN, MICHELLE ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2011,14539,
CONTRIBUTIONS TO RACIAL BIAS IN MEDICAL STUDENT JUDGEMENT AND DECISION-MAKING,NHLBI,8268563,3R01HL085631-02S1,3,R01,HL,85631,2,S1,,1908377,"VAN RYN, MICHELLE ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2011,38993,
CULTURE AND COMMUNICATION SKILLS FOR LONG TERM CARE,NINR,8394965,1R43NR013350-01A1,1,R43,NR,13350,1,A1,,2078735,"VAN SCHAIK, EILEEN A",Not Applicable,"TALARIA, INC.", ,2012,287435,
CSUSM BRIDGES TO THE FUTURE,NIGMS,8327194,5R25GM066341-11,5,R25,GM,66341,11,,,7518881,"VOURLITIS, GEORGE L",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2012,214342,
CSUSM BRIDGES TO THE FUTURE,NIGMS,8109985,5R25GM066341-10,5,R25,GM,66341,10,,,7518881,"VOURLITIS, GEORGE L",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2011,214342
CSUSM BRIDGES TO THE FUTURE,NIGMS,7883424,5R25GM066341-09,5,R25,GM,66341,9,,,7518881,"VOURLITIS, GEORGE L",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS, ,2010,214335
CSUSM BRIDGES TO THE FUTURE,NIGMS,8019668,3R25GM066341-08S1,3,R25,GM,66341,8,S1,,7518881,"VOURLITIS, GEORGE L",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS,YES,2010,94775
CSUSM BRIDGES TO THE FUTURE,NIGMS,7872707,3R25GM066341-07S1,3,R25,GM,66341,7,S1,,7518881,"VOURLITIS, GEORGE L",Not Applicable,CALIFORNIA STATE UNIVERSITY SAN MARCOS,YES,2009,48237
